codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_chikungunya
312750,Gonzaga,2019,2,2019-2-01,0
312750,Gonzaga,2019,3,2019-3-01,0
312750,Gonzaga,2019,4,2019-4-01,0
312750,Gonzaga,2019,5,2019-5-01,1
312750,Gonzaga,2019,6,2019-6-01,0
312750,Gonzaga,2019,7,2019-7-01,0
312750,Gonzaga,2019,8,2019-8-01,0
312750,Gonzaga,2019,9,2019-9-01,0
312750,Gonzaga,2019,10,2019-10-01,0
312750,Gonzaga,2019,11,2019-11-01,0
312750,Gonzaga,2019,12,2019-12-01,0
312760,Gouveia,2019,1,2019-1-01,0
312760,Gouveia,2019,2,2019-2-01,0
312760,Gouveia,2019,3,2019-3-01,0
312760,Gouveia,2019,4,2019-4-01,0
312760,Gouveia,2019,5,2019-5-01,1
312760,Gouveia,2019,6,2019-6-01,0
312760,Gouveia,2019,7,2019-7-01,0
312760,Gouveia,2019,8,2019-8-01,0
312760,Gouveia,2019,9,2019-9-01,0
312760,Gouveia,2019,10,2019-10-01,0
312760,Gouveia,2019,11,2019-11-01,0
312760,Gouveia,2019,12,2019-12-01,0
312770,Governador Valadares,2019,1,2019-1-01,12
312770,Governador Valadares,2019,2,2019-2-01,15
312770,Governador Valadares,2019,3,2019-3-01,12
312770,Governador Valadares,2019,4,2019-4-01,7
312770,Governador Valadares,2019,5,2019-5-01,23
312770,Governador Valadares,2019,6,2019-6-01,11
312770,Governador Valadares,2019,7,2019-7-01,8
312770,Governador Valadares,2019,8,2019-8-01,2
312770,Governador Valadares,2019,9,2019-9-01,5
312770,Governador Valadares,2019,10,2019-10-01,3
312770,Governador Valadares,2019,11,2019-11-01,7
312770,Governador Valadares,2019,12,2019-12-01,7
312790,Grupiara,2019,1,2019-1-01,0
312790,Grupiara,2019,2,2019-2-01,0
312790,Grupiara,2019,3,2019-3-01,1
312790,Grupiara,2019,4,2019-4-01,0
312790,Grupiara,2019,5,2019-5-01,0
312790,Grupiara,2019,6,2019-6-01,0
312790,Grupiara,2019,7,2019-7-01,0
312790,Grupiara,2019,8,2019-8-01,0
312790,Grupiara,2019,9,2019-9-01,0
312790,Grupiara,2019,10,2019-10-01,0
312790,Grupiara,2019,11,2019-11-01,0
312790,Grupiara,2019,12,2019-12-01,0
312800,Guanhães,2019,1,2019-1-01,0
312800,Guanhães,2019,2,2019-2-01,0
312800,Guanhães,2019,3,2019-3-01,0
312800,Guanhães,2019,4,2019-4-01,1
312800,Guanhães,2019,5,2019-5-01,2
312800,Guanhães,2019,6,2019-6-01,0
312800,Guanhães,2019,7,2019-7-01,1
312800,Guanhães,2019,8,2019-8-01,1
312800,Guanhães,2019,9,2019-9-01,1
312800,Guanhães,2019,10,2019-10-01,0
312800,Guanhães,2019,11,2019-11-01,0
312800,Guanhães,2019,12,2019-12-01,0
312830,Guaranésia,2019,1,2019-1-01,0
312830,Guaranésia,2019,2,2019-2-01,0
312830,Guaranésia,2019,3,2019-3-01,0
312830,Guaranésia,2019,4,2019-4-01,3
312830,Guaranésia,2019,5,2019-5-01,0
312830,Guaranésia,2019,6,2019-6-01,0
312830,Guaranésia,2019,7,2019-7-01,0
312830,Guaranésia,2019,8,2019-8-01,0
312830,Guaranésia,2019,9,2019-9-01,0
312830,Guaranésia,2019,10,2019-10-01,0
312830,Guaranésia,2019,11,2019-11-01,0
312830,Guaranésia,2019,12,2019-12-01,0
312840,Guarani,2019,1,2019-1-01,0
312840,Guarani,2019,2,2019-2-01,0
312840,Guarani,2019,3,2019-3-01,0
312840,Guarani,2019,4,2019-4-01,0
312840,Guarani,2019,5,2019-5-01,0
312840,Guarani,2019,6,2019-6-01,0
312840,Guarani,2019,7,2019-7-01,0
312840,Guarani,2019,8,2019-8-01,0
312840,Guarani,2019,9,2019-9-01,0
312840,Guarani,2019,10,2019-10-01,0
312840,Guarani,2019,11,2019-11-01,0
312840,Guarani,2019,12,2019-12-01,1
312850,Guarará,2019,1,2019-1-01,0
312850,Guarará,2019,2,2019-2-01,0
312850,Guarará,2019,3,2019-3-01,0
312850,Guarará,2019,4,2019-4-01,1
312850,Guarará,2019,5,2019-5-01,0
312850,Guarará,2019,6,2019-6-01,0
312850,Guarará,2019,7,2019-7-01,0
312850,Guarará,2019,8,2019-8-01,0
312850,Guarará,2019,9,2019-9-01,0
312850,Guarará,2019,10,2019-10-01,0
312850,Guarará,2019,11,2019-11-01,0
312850,Guarará,2019,12,2019-12-01,0
312860,Guarda-Mor,2019,1,2019-1-01,0
312860,Guarda-Mor,2019,2,2019-2-01,0
312860,Guarda-Mor,2019,3,2019-3-01,0
312860,Guarda-Mor,2019,4,2019-4-01,4
312860,Guarda-Mor,2019,5,2019-5-01,2
312860,Guarda-Mor,2019,6,2019-6-01,0
312860,Guarda-Mor,2019,7,2019-7-01,0
312860,Guarda-Mor,2019,8,2019-8-01,0
312860,Guarda-Mor,2019,9,2019-9-01,0
312860,Guarda-Mor,2019,10,2019-10-01,0
312860,Guarda-Mor,2019,11,2019-11-01,0
312860,Guarda-Mor,2019,12,2019-12-01,0
312870,Guaxupé,2019,1,2019-1-01,1
312870,Guaxupé,2019,2,2019-2-01,0
312870,Guaxupé,2019,3,2019-3-01,0
312870,Guaxupé,2019,4,2019-4-01,1
312870,Guaxupé,2019,5,2019-5-01,0
312870,Guaxupé,2019,6,2019-6-01,0
312870,Guaxupé,2019,7,2019-7-01,0
312870,Guaxupé,2019,8,2019-8-01,0
312870,Guaxupé,2019,9,2019-9-01,0
312870,Guaxupé,2019,10,2019-10-01,0
312870,Guaxupé,2019,11,2019-11-01,0
312870,Guaxupé,2019,12,2019-12-01,0
312890,Guimarânia,2019,1,2019-1-01,0
312890,Guimarânia,2019,2,2019-2-01,0
312890,Guimarânia,2019,3,2019-3-01,1
312890,Guimarânia,2019,4,2019-4-01,0
312890,Guimarânia,2019,5,2019-5-01,0
312890,Guimarânia,2019,6,2019-6-01,0
312890,Guimarânia,2019,7,2019-7-01,0
312890,Guimarânia,2019,8,2019-8-01,0
312890,Guimarânia,2019,9,2019-9-01,0
312890,Guimarânia,2019,10,2019-10-01,0
312890,Guimarânia,2019,11,2019-11-01,0
312890,Guimarânia,2019,12,2019-12-01,0
312910,Gurinhatã,2019,1,2019-1-01,0
312910,Gurinhatã,2019,2,2019-2-01,0
312910,Gurinhatã,2019,3,2019-3-01,0
312910,Gurinhatã,2019,4,2019-4-01,0
312910,Gurinhatã,2019,5,2019-5-01,0
312910,Gurinhatã,2019,6,2019-6-01,1
312910,Gurinhatã,2019,7,2019-7-01,0
312910,Gurinhatã,2019,8,2019-8-01,0
312910,Gurinhatã,2019,9,2019-9-01,0
312910,Gurinhatã,2019,10,2019-10-01,0
312910,Gurinhatã,2019,11,2019-11-01,0
312910,Gurinhatã,2019,12,2019-12-01,0
312930,Iapu,2019,1,2019-1-01,1
312930,Iapu,2019,2,2019-2-01,0
312930,Iapu,2019,3,2019-3-01,0
312930,Iapu,2019,4,2019-4-01,0
312930,Iapu,2019,5,2019-5-01,0
312930,Iapu,2019,6,2019-6-01,0
312930,Iapu,2019,7,2019-7-01,0
312930,Iapu,2019,8,2019-8-01,0
312930,Iapu,2019,9,2019-9-01,0
312930,Iapu,2019,10,2019-10-01,0
312930,Iapu,2019,11,2019-11-01,0
312930,Iapu,2019,12,2019-12-01,0
312970,Ibiraci,2019,1,2019-1-01,0
312970,Ibiraci,2019,2,2019-2-01,0
312970,Ibiraci,2019,3,2019-3-01,0
312970,Ibiraci,2019,4,2019-4-01,0
312970,Ibiraci,2019,5,2019-5-01,1
312970,Ibiraci,2019,6,2019-6-01,0
312970,Ibiraci,2019,7,2019-7-01,0
312970,Ibiraci,2019,8,2019-8-01,0
312970,Ibiraci,2019,9,2019-9-01,0
312970,Ibiraci,2019,10,2019-10-01,0
312970,Ibiraci,2019,11,2019-11-01,0
312970,Ibiraci,2019,12,2019-12-01,0
312980,Ibirité,2019,1,2019-1-01,0
312980,Ibirité,2019,2,2019-2-01,0
312980,Ibirité,2019,3,2019-3-01,0
312980,Ibirité,2019,4,2019-4-01,4
312980,Ibirité,2019,5,2019-5-01,0
312980,Ibirité,2019,6,2019-6-01,1
312980,Ibirité,2019,7,2019-7-01,2
312980,Ibirité,2019,8,2019-8-01,0
312980,Ibirité,2019,9,2019-9-01,1
312980,Ibirité,2019,10,2019-10-01,0
312980,Ibirité,2019,11,2019-11-01,1
312980,Ibirité,2019,12,2019-12-01,1
313010,Igarapé,2019,1,2019-1-01,0
313010,Igarapé,2019,2,2019-2-01,0
313010,Igarapé,2019,3,2019-3-01,1
313010,Igarapé,2019,4,2019-4-01,0
313010,Igarapé,2019,5,2019-5-01,0
313010,Igarapé,2019,6,2019-6-01,0
313010,Igarapé,2019,7,2019-7-01,1
313010,Igarapé,2019,8,2019-8-01,0
313010,Igarapé,2019,9,2019-9-01,0
313010,Igarapé,2019,10,2019-10-01,1
313010,Igarapé,2019,11,2019-11-01,0
313010,Igarapé,2019,12,2019-12-01,0
313055,Imbé de Minas,2019,1,2019-1-01,0
313055,Imbé de Minas,2019,2,2019-2-01,0
313055,Imbé de Minas,2019,3,2019-3-01,0
313055,Imbé de Minas,2019,4,2019-4-01,0
313055,Imbé de Minas,2019,5,2019-5-01,1
313055,Imbé de Minas,2019,6,2019-6-01,0
313055,Imbé de Minas,2019,7,2019-7-01,0
313055,Imbé de Minas,2019,8,2019-8-01,0
313055,Imbé de Minas,2019,9,2019-9-01,0
313055,Imbé de Minas,2019,10,2019-10-01,0
313055,Imbé de Minas,2019,11,2019-11-01,0
313055,Imbé de Minas,2019,12,2019-12-01,0
313065,Indaiabira,2019,1,2019-1-01,0
313065,Indaiabira,2019,2,2019-2-01,0
313065,Indaiabira,2019,3,2019-3-01,0
313065,Indaiabira,2019,4,2019-4-01,0
313065,Indaiabira,2019,5,2019-5-01,1
313065,Indaiabira,2019,6,2019-6-01,0
313065,Indaiabira,2019,7,2019-7-01,0
313065,Indaiabira,2019,8,2019-8-01,0
313065,Indaiabira,2019,9,2019-9-01,0
313065,Indaiabira,2019,10,2019-10-01,0
313065,Indaiabira,2019,11,2019-11-01,0
313065,Indaiabira,2019,12,2019-12-01,0
313090,Inhapim,2019,1,2019-1-01,0
313090,Inhapim,2019,2,2019-2-01,0
313090,Inhapim,2019,3,2019-3-01,0
313090,Inhapim,2019,4,2019-4-01,0
313090,Inhapim,2019,5,2019-5-01,0
313090,Inhapim,2019,6,2019-6-01,0
313090,Inhapim,2019,7,2019-7-01,0
313090,Inhapim,2019,8,2019-8-01,0
313090,Inhapim,2019,9,2019-9-01,0
313090,Inhapim,2019,10,2019-10-01,1
313090,Inhapim,2019,11,2019-11-01,0
313090,Inhapim,2019,12,2019-12-01,0
313110,Inimutaba,2019,1,2019-1-01,0
313110,Inimutaba,2019,2,2019-2-01,0
313110,Inimutaba,2019,3,2019-3-01,0
313110,Inimutaba,2019,4,2019-4-01,0
313110,Inimutaba,2019,5,2019-5-01,0
313110,Inimutaba,2019,6,2019-6-01,0
313110,Inimutaba,2019,7,2019-7-01,0
313110,Inimutaba,2019,8,2019-8-01,0
313110,Inimutaba,2019,9,2019-9-01,0
313110,Inimutaba,2019,10,2019-10-01,1
313110,Inimutaba,2019,11,2019-11-01,0
313110,Inimutaba,2019,12,2019-12-01,0
313115,Ipaba,2019,1,2019-1-01,0
313115,Ipaba,2019,2,2019-2-01,1
313115,Ipaba,2019,3,2019-3-01,1
313115,Ipaba,2019,4,2019-4-01,0
313115,Ipaba,2019,5,2019-5-01,3
313115,Ipaba,2019,6,2019-6-01,2
313115,Ipaba,2019,7,2019-7-01,1
313115,Ipaba,2019,8,2019-8-01,0
313115,Ipaba,2019,9,2019-9-01,2
313115,Ipaba,2019,10,2019-10-01,0
313115,Ipaba,2019,11,2019-11-01,1
313115,Ipaba,2019,12,2019-12-01,1
313120,Ipanema,2019,1,2019-1-01,0
313120,Ipanema,2019,2,2019-2-01,0
313120,Ipanema,2019,3,2019-3-01,0
313120,Ipanema,2019,4,2019-4-01,0
313120,Ipanema,2019,5,2019-5-01,1
313120,Ipanema,2019,6,2019-6-01,1
313120,Ipanema,2019,7,2019-7-01,0
313120,Ipanema,2019,8,2019-8-01,0
313120,Ipanema,2019,9,2019-9-01,0
313120,Ipanema,2019,10,2019-10-01,0
313120,Ipanema,2019,11,2019-11-01,0
313120,Ipanema,2019,12,2019-12-01,0
313130,Ipatinga,2019,1,2019-1-01,27
313130,Ipatinga,2019,2,2019-2-01,16
313130,Ipatinga,2019,3,2019-3-01,24
313130,Ipatinga,2019,4,2019-4-01,41
313130,Ipatinga,2019,5,2019-5-01,71
313130,Ipatinga,2019,6,2019-6-01,50
313130,Ipatinga,2019,7,2019-7-01,21
313130,Ipatinga,2019,8,2019-8-01,8
313130,Ipatinga,2019,9,2019-9-01,16
313130,Ipatinga,2019,10,2019-10-01,9
313130,Ipatinga,2019,11,2019-11-01,10
313130,Ipatinga,2019,12,2019-12-01,11
313160,Iraí de Minas,2019,1,2019-1-01,0
313160,Iraí de Minas,2019,2,2019-2-01,1
313160,Iraí de Minas,2019,3,2019-3-01,1
313160,Iraí de Minas,2019,4,2019-4-01,0
313160,Iraí de Minas,2019,5,2019-5-01,1
313160,Iraí de Minas,2019,6,2019-6-01,0
313160,Iraí de Minas,2019,7,2019-7-01,0
313160,Iraí de Minas,2019,8,2019-8-01,0
313160,Iraí de Minas,2019,9,2019-9-01,0
313160,Iraí de Minas,2019,10,2019-10-01,0
313160,Iraí de Minas,2019,11,2019-11-01,0
313160,Iraí de Minas,2019,12,2019-12-01,0
313170,Itabira,2019,1,2019-1-01,0
313170,Itabira,2019,2,2019-2-01,1
313170,Itabira,2019,3,2019-3-01,0
313170,Itabira,2019,4,2019-4-01,0
313170,Itabira,2019,5,2019-5-01,0
313170,Itabira,2019,6,2019-6-01,0
313170,Itabira,2019,7,2019-7-01,1
313170,Itabira,2019,8,2019-8-01,0
313170,Itabira,2019,9,2019-9-01,0
313170,Itabira,2019,10,2019-10-01,1
313170,Itabira,2019,11,2019-11-01,0
313170,Itabira,2019,12,2019-12-01,1
313180,Itabirinha,2019,1,2019-1-01,1
313180,Itabirinha,2019,2,2019-2-01,0
313180,Itabirinha,2019,3,2019-3-01,0
313180,Itabirinha,2019,4,2019-4-01,0
313180,Itabirinha,2019,5,2019-5-01,0
313180,Itabirinha,2019,6,2019-6-01,0
313180,Itabirinha,2019,7,2019-7-01,0
313180,Itabirinha,2019,8,2019-8-01,0
313180,Itabirinha,2019,9,2019-9-01,0
313180,Itabirinha,2019,10,2019-10-01,0
313180,Itabirinha,2019,11,2019-11-01,0
313180,Itabirinha,2019,12,2019-12-01,0
313190,Itabirito,2019,1,2019-1-01,0
313190,Itabirito,2019,2,2019-2-01,0
313190,Itabirito,2019,3,2019-3-01,0
313190,Itabirito,2019,4,2019-4-01,0
313190,Itabirito,2019,5,2019-5-01,1
313190,Itabirito,2019,6,2019-6-01,0
313190,Itabirito,2019,7,2019-7-01,0
313190,Itabirito,2019,8,2019-8-01,0
313190,Itabirito,2019,9,2019-9-01,0
313190,Itabirito,2019,10,2019-10-01,0
313190,Itabirito,2019,11,2019-11-01,0
313190,Itabirito,2019,12,2019-12-01,0
313210,Itacarambi,2019,1,2019-1-01,0
313210,Itacarambi,2019,2,2019-2-01,0
313210,Itacarambi,2019,3,2019-3-01,1
313210,Itacarambi,2019,4,2019-4-01,1
313210,Itacarambi,2019,5,2019-5-01,0
313210,Itacarambi,2019,6,2019-6-01,0
313210,Itacarambi,2019,7,2019-7-01,1
313210,Itacarambi,2019,8,2019-8-01,0
313210,Itacarambi,2019,9,2019-9-01,0
313210,Itacarambi,2019,10,2019-10-01,0
313210,Itacarambi,2019,11,2019-11-01,0
313210,Itacarambi,2019,12,2019-12-01,0
313220,Itaguara,2019,1,2019-1-01,0
313220,Itaguara,2019,2,2019-2-01,3
313220,Itaguara,2019,3,2019-3-01,2
313220,Itaguara,2019,4,2019-4-01,0
313220,Itaguara,2019,5,2019-5-01,1
313220,Itaguara,2019,6,2019-6-01,0
313220,Itaguara,2019,7,2019-7-01,0
313220,Itaguara,2019,8,2019-8-01,0
313220,Itaguara,2019,9,2019-9-01,1
313220,Itaguara,2019,10,2019-10-01,1
313220,Itaguara,2019,11,2019-11-01,0
313220,Itaguara,2019,12,2019-12-01,1
313240,Itajubá,2019,1,2019-1-01,0
313240,Itajubá,2019,2,2019-2-01,1
313240,Itajubá,2019,3,2019-3-01,0
313240,Itajubá,2019,4,2019-4-01,0
313240,Itajubá,2019,5,2019-5-01,1
313240,Itajubá,2019,6,2019-6-01,1
313240,Itajubá,2019,7,2019-7-01,1
313240,Itajubá,2019,8,2019-8-01,0
313240,Itajubá,2019,9,2019-9-01,0
313240,Itajubá,2019,10,2019-10-01,1
313240,Itajubá,2019,11,2019-11-01,0
313240,Itajubá,2019,12,2019-12-01,0
313250,Itamarandiba,2019,1,2019-1-01,1
313250,Itamarandiba,2019,2,2019-2-01,1
313250,Itamarandiba,2019,3,2019-3-01,0
313250,Itamarandiba,2019,4,2019-4-01,2
313250,Itamarandiba,2019,5,2019-5-01,0
313250,Itamarandiba,2019,6,2019-6-01,0
313250,Itamarandiba,2019,7,2019-7-01,2
313250,Itamarandiba,2019,8,2019-8-01,0
313250,Itamarandiba,2019,9,2019-9-01,0
313250,Itamarandiba,2019,10,2019-10-01,0
313250,Itamarandiba,2019,11,2019-11-01,0
313250,Itamarandiba,2019,12,2019-12-01,0
313260,Itamarati de Minas,2019,1,2019-1-01,11
313260,Itamarati de Minas,2019,2,2019-2-01,3
313260,Itamarati de Minas,2019,3,2019-3-01,0
313260,Itamarati de Minas,2019,4,2019-4-01,0
313260,Itamarati de Minas,2019,5,2019-5-01,0
313260,Itamarati de Minas,2019,6,2019-6-01,0
313260,Itamarati de Minas,2019,7,2019-7-01,0
313260,Itamarati de Minas,2019,8,2019-8-01,0
313260,Itamarati de Minas,2019,9,2019-9-01,0
313260,Itamarati de Minas,2019,10,2019-10-01,0
313260,Itamarati de Minas,2019,11,2019-11-01,0
313260,Itamarati de Minas,2019,12,2019-12-01,8
313270,Itambacuri,2019,1,2019-1-01,0
313270,Itambacuri,2019,2,2019-2-01,0
313270,Itambacuri,2019,3,2019-3-01,8
313270,Itambacuri,2019,4,2019-4-01,0
313270,Itambacuri,2019,5,2019-5-01,2
313270,Itambacuri,2019,6,2019-6-01,0
313270,Itambacuri,2019,7,2019-7-01,1
313270,Itambacuri,2019,8,2019-8-01,0
313270,Itambacuri,2019,9,2019-9-01,0
313270,Itambacuri,2019,10,2019-10-01,1
313270,Itambacuri,2019,11,2019-11-01,0
313270,Itambacuri,2019,12,2019-12-01,0
313290,Itamogi,2019,1,2019-1-01,0
313290,Itamogi,2019,2,2019-2-01,1
313290,Itamogi,2019,3,2019-3-01,0
313290,Itamogi,2019,4,2019-4-01,0
313290,Itamogi,2019,5,2019-5-01,0
313290,Itamogi,2019,6,2019-6-01,0
313290,Itamogi,2019,7,2019-7-01,0
313290,Itamogi,2019,8,2019-8-01,0
313290,Itamogi,2019,9,2019-9-01,0
313290,Itamogi,2019,10,2019-10-01,0
313290,Itamogi,2019,11,2019-11-01,0
313290,Itamogi,2019,12,2019-12-01,0
313300,Itamonte,2019,1,2019-1-01,0
313300,Itamonte,2019,2,2019-2-01,0
313300,Itamonte,2019,3,2019-3-01,1
313300,Itamonte,2019,4,2019-4-01,0
313300,Itamonte,2019,5,2019-5-01,1
313300,Itamonte,2019,6,2019-6-01,0
313300,Itamonte,2019,7,2019-7-01,1
313300,Itamonte,2019,8,2019-8-01,0
313300,Itamonte,2019,9,2019-9-01,0
313300,Itamonte,2019,10,2019-10-01,0
313300,Itamonte,2019,11,2019-11-01,0
313300,Itamonte,2019,12,2019-12-01,0
313310,Itanhandu,2019,1,2019-1-01,0
313310,Itanhandu,2019,2,2019-2-01,0
313310,Itanhandu,2019,3,2019-3-01,0
313310,Itanhandu,2019,4,2019-4-01,0
313310,Itanhandu,2019,5,2019-5-01,0
313310,Itanhandu,2019,6,2019-6-01,0
313310,Itanhandu,2019,7,2019-7-01,0
313310,Itanhandu,2019,8,2019-8-01,0
313310,Itanhandu,2019,9,2019-9-01,0
313310,Itanhandu,2019,10,2019-10-01,0
313310,Itanhandu,2019,11,2019-11-01,0
313310,Itanhandu,2019,12,2019-12-01,1
313340,Itapagipe,2019,1,2019-1-01,3
313340,Itapagipe,2019,2,2019-2-01,1
313340,Itapagipe,2019,3,2019-3-01,4
313340,Itapagipe,2019,4,2019-4-01,0
313340,Itapagipe,2019,5,2019-5-01,1
313340,Itapagipe,2019,6,2019-6-01,0
313340,Itapagipe,2019,7,2019-7-01,0
313340,Itapagipe,2019,8,2019-8-01,0
313340,Itapagipe,2019,9,2019-9-01,0
313340,Itapagipe,2019,10,2019-10-01,0
313340,Itapagipe,2019,11,2019-11-01,0
313340,Itapagipe,2019,12,2019-12-01,0
313370,Itatiaiuçu,2019,1,2019-1-01,1
313370,Itatiaiuçu,2019,2,2019-2-01,0
313370,Itatiaiuçu,2019,3,2019-3-01,3
313370,Itatiaiuçu,2019,4,2019-4-01,2
313370,Itatiaiuçu,2019,5,2019-5-01,1
313370,Itatiaiuçu,2019,6,2019-6-01,1
313370,Itatiaiuçu,2019,7,2019-7-01,0
313370,Itatiaiuçu,2019,8,2019-8-01,0
313370,Itatiaiuçu,2019,9,2019-9-01,0
313370,Itatiaiuçu,2019,10,2019-10-01,1
313370,Itatiaiuçu,2019,11,2019-11-01,0
313370,Itatiaiuçu,2019,12,2019-12-01,0
313375,Itaú de Minas,2019,1,2019-1-01,2
313375,Itaú de Minas,2019,2,2019-2-01,0
313375,Itaú de Minas,2019,3,2019-3-01,0
313375,Itaú de Minas,2019,4,2019-4-01,0
313375,Itaú de Minas,2019,5,2019-5-01,0
313375,Itaú de Minas,2019,6,2019-6-01,0
313375,Itaú de Minas,2019,7,2019-7-01,0
313375,Itaú de Minas,2019,8,2019-8-01,0
313375,Itaú de Minas,2019,9,2019-9-01,0
313375,Itaú de Minas,2019,10,2019-10-01,0
313375,Itaú de Minas,2019,11,2019-11-01,0
313375,Itaú de Minas,2019,12,2019-12-01,0
313380,Itaúna,2019,1,2019-1-01,3
313380,Itaúna,2019,2,2019-2-01,5
313380,Itaúna,2019,3,2019-3-01,3
313380,Itaúna,2019,4,2019-4-01,4
313380,Itaúna,2019,5,2019-5-01,3
313380,Itaúna,2019,6,2019-6-01,3
313380,Itaúna,2019,7,2019-7-01,1
313380,Itaúna,2019,8,2019-8-01,0
313380,Itaúna,2019,9,2019-9-01,0
313380,Itaúna,2019,10,2019-10-01,1
313380,Itaúna,2019,11,2019-11-01,0
313380,Itaúna,2019,12,2019-12-01,3
313410,Itueta,2019,1,2019-1-01,0
313410,Itueta,2019,2,2019-2-01,0
313410,Itueta,2019,3,2019-3-01,0
313410,Itueta,2019,4,2019-4-01,0
313410,Itueta,2019,5,2019-5-01,1
313410,Itueta,2019,6,2019-6-01,0
313410,Itueta,2019,7,2019-7-01,0
313410,Itueta,2019,8,2019-8-01,0
313410,Itueta,2019,9,2019-9-01,0
313410,Itueta,2019,10,2019-10-01,1
313410,Itueta,2019,11,2019-11-01,0
313410,Itueta,2019,12,2019-12-01,0
313420,Ituiutaba,2019,1,2019-1-01,1
313420,Ituiutaba,2019,2,2019-2-01,0
313420,Ituiutaba,2019,3,2019-3-01,1
313420,Ituiutaba,2019,4,2019-4-01,1
313420,Ituiutaba,2019,5,2019-5-01,1
313420,Ituiutaba,2019,6,2019-6-01,0
313420,Ituiutaba,2019,7,2019-7-01,0
313420,Ituiutaba,2019,8,2019-8-01,0
313420,Ituiutaba,2019,9,2019-9-01,0
313420,Ituiutaba,2019,10,2019-10-01,0
313420,Ituiutaba,2019,11,2019-11-01,0
313420,Ituiutaba,2019,12,2019-12-01,0
313440,Iturama,2019,1,2019-1-01,0
313440,Iturama,2019,2,2019-2-01,0
313440,Iturama,2019,3,2019-3-01,0
313440,Iturama,2019,4,2019-4-01,0
313440,Iturama,2019,5,2019-5-01,3
313440,Iturama,2019,6,2019-6-01,0
313440,Iturama,2019,7,2019-7-01,0
313440,Iturama,2019,8,2019-8-01,0
313440,Iturama,2019,9,2019-9-01,2
313440,Iturama,2019,10,2019-10-01,0
313440,Iturama,2019,11,2019-11-01,0
313440,Iturama,2019,12,2019-12-01,0
313460,Jaboticatubas,2019,1,2019-1-01,0
313460,Jaboticatubas,2019,2,2019-2-01,1
313460,Jaboticatubas,2019,3,2019-3-01,1
313460,Jaboticatubas,2019,4,2019-4-01,0
313460,Jaboticatubas,2019,5,2019-5-01,0
313460,Jaboticatubas,2019,6,2019-6-01,1
313460,Jaboticatubas,2019,7,2019-7-01,0
313460,Jaboticatubas,2019,8,2019-8-01,0
313460,Jaboticatubas,2019,9,2019-9-01,0
313460,Jaboticatubas,2019,10,2019-10-01,0
313460,Jaboticatubas,2019,11,2019-11-01,0
313460,Jaboticatubas,2019,12,2019-12-01,1
313480,Jacuí,2019,1,2019-1-01,0
313480,Jacuí,2019,2,2019-2-01,0
313480,Jacuí,2019,3,2019-3-01,0
313480,Jacuí,2019,4,2019-4-01,0
313480,Jacuí,2019,5,2019-5-01,0
313480,Jacuí,2019,6,2019-6-01,1
313480,Jacuí,2019,7,2019-7-01,0
313480,Jacuí,2019,8,2019-8-01,0
313480,Jacuí,2019,9,2019-9-01,0
313480,Jacuí,2019,10,2019-10-01,0
313480,Jacuí,2019,11,2019-11-01,0
313480,Jacuí,2019,12,2019-12-01,0
313490,Jacutinga,2019,1,2019-1-01,0
313490,Jacutinga,2019,2,2019-2-01,0
313490,Jacutinga,2019,3,2019-3-01,0
313490,Jacutinga,2019,4,2019-4-01,0
313490,Jacutinga,2019,5,2019-5-01,0
313490,Jacutinga,2019,6,2019-6-01,0
313490,Jacutinga,2019,7,2019-7-01,0
313490,Jacutinga,2019,8,2019-8-01,0
313490,Jacutinga,2019,9,2019-9-01,0
313490,Jacutinga,2019,10,2019-10-01,0
313490,Jacutinga,2019,11,2019-11-01,1
313490,Jacutinga,2019,12,2019-12-01,2
313500,Jaguaraçu,2019,1,2019-1-01,0
313500,Jaguaraçu,2019,2,2019-2-01,0
313500,Jaguaraçu,2019,3,2019-3-01,1
313500,Jaguaraçu,2019,4,2019-4-01,0
313500,Jaguaraçu,2019,5,2019-5-01,0
313500,Jaguaraçu,2019,6,2019-6-01,0
313500,Jaguaraçu,2019,7,2019-7-01,0
313500,Jaguaraçu,2019,8,2019-8-01,0
313500,Jaguaraçu,2019,9,2019-9-01,1
313500,Jaguaraçu,2019,10,2019-10-01,1
313500,Jaguaraçu,2019,11,2019-11-01,0
313500,Jaguaraçu,2019,12,2019-12-01,0
313505,Jaíba,2019,1,2019-1-01,1
313505,Jaíba,2019,2,2019-2-01,0
313505,Jaíba,2019,3,2019-3-01,0
313505,Jaíba,2019,4,2019-4-01,0
313505,Jaíba,2019,5,2019-5-01,0
313505,Jaíba,2019,6,2019-6-01,0
313505,Jaíba,2019,7,2019-7-01,0
313505,Jaíba,2019,8,2019-8-01,0
313505,Jaíba,2019,9,2019-9-01,0
313505,Jaíba,2019,10,2019-10-01,0
313505,Jaíba,2019,11,2019-11-01,0
313505,Jaíba,2019,12,2019-12-01,0
313507,Jampruca,2019,1,2019-1-01,0
313507,Jampruca,2019,2,2019-2-01,0
313507,Jampruca,2019,3,2019-3-01,0
313507,Jampruca,2019,4,2019-4-01,0
313507,Jampruca,2019,5,2019-5-01,0
313507,Jampruca,2019,6,2019-6-01,0
313507,Jampruca,2019,7,2019-7-01,0
313507,Jampruca,2019,8,2019-8-01,0
313507,Jampruca,2019,9,2019-9-01,1
313507,Jampruca,2019,10,2019-10-01,0
