codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_aids_adulto
315710,Salto da Divisa,2014,5,2014-5-01,0
315710,Salto da Divisa,2014,6,2014-6-01,0
315710,Salto da Divisa,2014,7,2014-7-01,1
315710,Salto da Divisa,2014,8,2014-8-01,0
315710,Salto da Divisa,2014,9,2014-9-01,0
315710,Salto da Divisa,2014,10,2014-10-01,1
315710,Salto da Divisa,2014,11,2014-11-01,0
315710,Salto da Divisa,2014,12,2014-12-01,0
315720,Santa Bárbara,2014,1,2014-1-01,1
315720,Santa Bárbara,2014,2,2014-2-01,0
315720,Santa Bárbara,2014,3,2014-3-01,0
315720,Santa Bárbara,2014,4,2014-4-01,0
315720,Santa Bárbara,2014,5,2014-5-01,0
315720,Santa Bárbara,2014,6,2014-6-01,0
315720,Santa Bárbara,2014,7,2014-7-01,0
315720,Santa Bárbara,2014,8,2014-8-01,0
315720,Santa Bárbara,2014,9,2014-9-01,0
315720,Santa Bárbara,2014,10,2014-10-01,0
315720,Santa Bárbara,2014,11,2014-11-01,0
315720,Santa Bárbara,2014,12,2014-12-01,0
315765,Santa Helena de Minas,2014,1,2014-1-01,0
315765,Santa Helena de Minas,2014,2,2014-2-01,0
315765,Santa Helena de Minas,2014,3,2014-3-01,0
315765,Santa Helena de Minas,2014,4,2014-4-01,0
315765,Santa Helena de Minas,2014,5,2014-5-01,0
315765,Santa Helena de Minas,2014,6,2014-6-01,0
315765,Santa Helena de Minas,2014,7,2014-7-01,1
315765,Santa Helena de Minas,2014,8,2014-8-01,0
315765,Santa Helena de Minas,2014,9,2014-9-01,0
315765,Santa Helena de Minas,2014,10,2014-10-01,0
315765,Santa Helena de Minas,2014,11,2014-11-01,0
315765,Santa Helena de Minas,2014,12,2014-12-01,0
315780,Santa Luzia,2014,1,2014-1-01,5
315780,Santa Luzia,2014,2,2014-2-01,2
315780,Santa Luzia,2014,3,2014-3-01,11
315780,Santa Luzia,2014,4,2014-4-01,9
315780,Santa Luzia,2014,5,2014-5-01,6
315780,Santa Luzia,2014,6,2014-6-01,6
315780,Santa Luzia,2014,7,2014-7-01,13
315780,Santa Luzia,2014,8,2014-8-01,7
315780,Santa Luzia,2014,9,2014-9-01,6
315780,Santa Luzia,2014,10,2014-10-01,10
315780,Santa Luzia,2014,11,2014-11-01,4
315780,Santa Luzia,2014,12,2014-12-01,7
315920,Santa Rita de Caldas,2014,1,2014-1-01,0
315920,Santa Rita de Caldas,2014,2,2014-2-01,0
315920,Santa Rita de Caldas,2014,3,2014-3-01,0
315920,Santa Rita de Caldas,2014,4,2014-4-01,0
315920,Santa Rita de Caldas,2014,5,2014-5-01,0
315920,Santa Rita de Caldas,2014,6,2014-6-01,0
315920,Santa Rita de Caldas,2014,7,2014-7-01,0
315920,Santa Rita de Caldas,2014,8,2014-8-01,0
315920,Santa Rita de Caldas,2014,9,2014-9-01,0
315920,Santa Rita de Caldas,2014,10,2014-10-01,0
315920,Santa Rita de Caldas,2014,11,2014-11-01,1
315920,Santa Rita de Caldas,2014,12,2014-12-01,0
315960,Santa Rita do Sapucaí,2014,1,2014-1-01,0
315960,Santa Rita do Sapucaí,2014,2,2014-2-01,0
315960,Santa Rita do Sapucaí,2014,3,2014-3-01,0
315960,Santa Rita do Sapucaí,2014,4,2014-4-01,1
315960,Santa Rita do Sapucaí,2014,5,2014-5-01,0
315960,Santa Rita do Sapucaí,2014,6,2014-6-01,0
315960,Santa Rita do Sapucaí,2014,7,2014-7-01,0
315960,Santa Rita do Sapucaí,2014,8,2014-8-01,0
315960,Santa Rita do Sapucaí,2014,9,2014-9-01,0
315960,Santa Rita do Sapucaí,2014,10,2014-10-01,0
315960,Santa Rita do Sapucaí,2014,11,2014-11-01,0
315960,Santa Rita do Sapucaí,2014,12,2014-12-01,0
315980,Santa Vitória,2014,1,2014-1-01,0
315980,Santa Vitória,2014,2,2014-2-01,1
315980,Santa Vitória,2014,3,2014-3-01,0
315980,Santa Vitória,2014,4,2014-4-01,0
315980,Santa Vitória,2014,5,2014-5-01,0
315980,Santa Vitória,2014,6,2014-6-01,1
315980,Santa Vitória,2014,7,2014-7-01,0
315980,Santa Vitória,2014,8,2014-8-01,0
315980,Santa Vitória,2014,9,2014-9-01,1
315980,Santa Vitória,2014,10,2014-10-01,0
315980,Santa Vitória,2014,11,2014-11-01,0
315980,Santa Vitória,2014,12,2014-12-01,0
315850,Santana de Pirapama,2014,1,2014-1-01,0
315850,Santana de Pirapama,2014,2,2014-2-01,0
315850,Santana de Pirapama,2014,3,2014-3-01,0
315850,Santana de Pirapama,2014,4,2014-4-01,0
315850,Santana de Pirapama,2014,5,2014-5-01,0
315850,Santana de Pirapama,2014,6,2014-6-01,0
315850,Santana de Pirapama,2014,7,2014-7-01,0
315850,Santana de Pirapama,2014,8,2014-8-01,0
315850,Santana de Pirapama,2014,9,2014-9-01,0
315850,Santana de Pirapama,2014,10,2014-10-01,1
315850,Santana de Pirapama,2014,11,2014-11-01,0
315850,Santana de Pirapama,2014,12,2014-12-01,0
315860,Santana do Deserto,2014,1,2014-1-01,0
315860,Santana do Deserto,2014,2,2014-2-01,0
315860,Santana do Deserto,2014,3,2014-3-01,0
315860,Santana do Deserto,2014,4,2014-4-01,0
315860,Santana do Deserto,2014,5,2014-5-01,0
315860,Santana do Deserto,2014,6,2014-6-01,1
315860,Santana do Deserto,2014,7,2014-7-01,0
315860,Santana do Deserto,2014,8,2014-8-01,0
315860,Santana do Deserto,2014,9,2014-9-01,0
315860,Santana do Deserto,2014,10,2014-10-01,0
315860,Santana do Deserto,2014,11,2014-11-01,0
315860,Santana do Deserto,2014,12,2014-12-01,0
315895,Santana do Paraíso,2014,1,2014-1-01,2
315895,Santana do Paraíso,2014,2,2014-2-01,0
315895,Santana do Paraíso,2014,3,2014-3-01,0
315895,Santana do Paraíso,2014,4,2014-4-01,0
315895,Santana do Paraíso,2014,5,2014-5-01,0
315895,Santana do Paraíso,2014,6,2014-6-01,0
315895,Santana do Paraíso,2014,7,2014-7-01,0
315895,Santana do Paraíso,2014,8,2014-8-01,0
315895,Santana do Paraíso,2014,9,2014-9-01,1
315895,Santana do Paraíso,2014,10,2014-10-01,0
315895,Santana do Paraíso,2014,11,2014-11-01,1
315895,Santana do Paraíso,2014,12,2014-12-01,0
315900,Santana do Riacho,2014,1,2014-1-01,0
315900,Santana do Riacho,2014,2,2014-2-01,0
315900,Santana do Riacho,2014,3,2014-3-01,0
315900,Santana do Riacho,2014,4,2014-4-01,0
315900,Santana do Riacho,2014,5,2014-5-01,0
315900,Santana do Riacho,2014,6,2014-6-01,0
315900,Santana do Riacho,2014,7,2014-7-01,0
315900,Santana do Riacho,2014,8,2014-8-01,0
315900,Santana do Riacho,2014,9,2014-9-01,0
315900,Santana do Riacho,2014,10,2014-10-01,1
315900,Santana do Riacho,2014,11,2014-11-01,0
315900,Santana do Riacho,2014,12,2014-12-01,0
315990,Santo Antônio do Amparo,2014,1,2014-1-01,0
315990,Santo Antônio do Amparo,2014,2,2014-2-01,0
315990,Santo Antônio do Amparo,2014,3,2014-3-01,1
315990,Santo Antônio do Amparo,2014,4,2014-4-01,0
315990,Santo Antônio do Amparo,2014,5,2014-5-01,0
315990,Santo Antônio do Amparo,2014,6,2014-6-01,0
315990,Santo Antônio do Amparo,2014,7,2014-7-01,0
315990,Santo Antônio do Amparo,2014,8,2014-8-01,0
315990,Santo Antônio do Amparo,2014,9,2014-9-01,0
315990,Santo Antônio do Amparo,2014,10,2014-10-01,0
315990,Santo Antônio do Amparo,2014,11,2014-11-01,0
315990,Santo Antônio do Amparo,2014,12,2014-12-01,1
316000,Santo Antônio do Aventureiro,2014,1,2014-1-01,0
316000,Santo Antônio do Aventureiro,2014,2,2014-2-01,0
316000,Santo Antônio do Aventureiro,2014,3,2014-3-01,0
316000,Santo Antônio do Aventureiro,2014,4,2014-4-01,0
316000,Santo Antônio do Aventureiro,2014,5,2014-5-01,0
316000,Santo Antônio do Aventureiro,2014,6,2014-6-01,0
316000,Santo Antônio do Aventureiro,2014,7,2014-7-01,0
316000,Santo Antônio do Aventureiro,2014,8,2014-8-01,1
316000,Santo Antônio do Aventureiro,2014,9,2014-9-01,0
316000,Santo Antônio do Aventureiro,2014,10,2014-10-01,1
316000,Santo Antônio do Aventureiro,2014,11,2014-11-01,0
316000,Santo Antônio do Aventureiro,2014,12,2014-12-01,1
316030,Santo Antônio do Jacinto,2014,1,2014-1-01,0
316030,Santo Antônio do Jacinto,2014,2,2014-2-01,0
316030,Santo Antônio do Jacinto,2014,3,2014-3-01,0
316030,Santo Antônio do Jacinto,2014,4,2014-4-01,0
316030,Santo Antônio do Jacinto,2014,5,2014-5-01,0
316030,Santo Antônio do Jacinto,2014,6,2014-6-01,1
316030,Santo Antônio do Jacinto,2014,7,2014-7-01,0
316030,Santo Antônio do Jacinto,2014,8,2014-8-01,0
316030,Santo Antônio do Jacinto,2014,9,2014-9-01,0
316030,Santo Antônio do Jacinto,2014,10,2014-10-01,0
316030,Santo Antônio do Jacinto,2014,11,2014-11-01,0
316030,Santo Antônio do Jacinto,2014,12,2014-12-01,0
316040,Santo Antônio do Monte,2014,1,2014-1-01,0
316040,Santo Antônio do Monte,2014,2,2014-2-01,0
316040,Santo Antônio do Monte,2014,3,2014-3-01,0
316040,Santo Antônio do Monte,2014,4,2014-4-01,1
316040,Santo Antônio do Monte,2014,5,2014-5-01,0
316040,Santo Antônio do Monte,2014,6,2014-6-01,0
316040,Santo Antônio do Monte,2014,7,2014-7-01,0
316040,Santo Antônio do Monte,2014,8,2014-8-01,0
316040,Santo Antônio do Monte,2014,9,2014-9-01,0
316040,Santo Antônio do Monte,2014,10,2014-10-01,0
316040,Santo Antônio do Monte,2014,11,2014-11-01,0
316040,Santo Antônio do Monte,2014,12,2014-12-01,0
316050,Santo Antônio do Rio Abaixo,2014,1,2014-1-01,0
316050,Santo Antônio do Rio Abaixo,2014,2,2014-2-01,0
316050,Santo Antônio do Rio Abaixo,2014,3,2014-3-01,0
316050,Santo Antônio do Rio Abaixo,2014,4,2014-4-01,0
316050,Santo Antônio do Rio Abaixo,2014,5,2014-5-01,0
316050,Santo Antônio do Rio Abaixo,2014,6,2014-6-01,0
316050,Santo Antônio do Rio Abaixo,2014,7,2014-7-01,0
316050,Santo Antônio do Rio Abaixo,2014,8,2014-8-01,0
316050,Santo Antônio do Rio Abaixo,2014,9,2014-9-01,1
316050,Santo Antônio do Rio Abaixo,2014,10,2014-10-01,0
316050,Santo Antônio do Rio Abaixo,2014,11,2014-11-01,0
316050,Santo Antônio do Rio Abaixo,2014,12,2014-12-01,0
316070,Santos Dumont,2014,1,2014-1-01,1
316070,Santos Dumont,2014,2,2014-2-01,0
316070,Santos Dumont,2014,3,2014-3-01,2
316070,Santos Dumont,2014,4,2014-4-01,0
316070,Santos Dumont,2014,5,2014-5-01,0
316070,Santos Dumont,2014,6,2014-6-01,0
316070,Santos Dumont,2014,7,2014-7-01,0
316070,Santos Dumont,2014,8,2014-8-01,0
316070,Santos Dumont,2014,9,2014-9-01,0
316070,Santos Dumont,2014,10,2014-10-01,2
316070,Santos Dumont,2014,11,2014-11-01,0
316070,Santos Dumont,2014,12,2014-12-01,0
316095,São Domingos das Dores,2014,1,2014-1-01,0
316095,São Domingos das Dores,2014,2,2014-2-01,0
316095,São Domingos das Dores,2014,3,2014-3-01,0
316095,São Domingos das Dores,2014,4,2014-4-01,0
316095,São Domingos das Dores,2014,5,2014-5-01,0
316095,São Domingos das Dores,2014,6,2014-6-01,0
316095,São Domingos das Dores,2014,7,2014-7-01,1
316095,São Domingos das Dores,2014,8,2014-8-01,0
316095,São Domingos das Dores,2014,9,2014-9-01,0
316095,São Domingos das Dores,2014,10,2014-10-01,0
316095,São Domingos das Dores,2014,11,2014-11-01,0
316095,São Domingos das Dores,2014,12,2014-12-01,0
316100,São Domingos do Prata,2014,1,2014-1-01,0
316100,São Domingos do Prata,2014,2,2014-2-01,0
316100,São Domingos do Prata,2014,3,2014-3-01,0
316100,São Domingos do Prata,2014,4,2014-4-01,1
316100,São Domingos do Prata,2014,5,2014-5-01,0
316100,São Domingos do Prata,2014,6,2014-6-01,0
316100,São Domingos do Prata,2014,7,2014-7-01,0
316100,São Domingos do Prata,2014,8,2014-8-01,0
316100,São Domingos do Prata,2014,9,2014-9-01,0
316100,São Domingos do Prata,2014,10,2014-10-01,0
316100,São Domingos do Prata,2014,11,2014-11-01,0
316100,São Domingos do Prata,2014,12,2014-12-01,0
316105,São Félix de Minas,2014,1,2014-1-01,0
316105,São Félix de Minas,2014,2,2014-2-01,0
316105,São Félix de Minas,2014,3,2014-3-01,0
316105,São Félix de Minas,2014,4,2014-4-01,0
316105,São Félix de Minas,2014,5,2014-5-01,0
316105,São Félix de Minas,2014,6,2014-6-01,0
316105,São Félix de Minas,2014,7,2014-7-01,0
316105,São Félix de Minas,2014,8,2014-8-01,0
316105,São Félix de Minas,2014,9,2014-9-01,1
316105,São Félix de Minas,2014,10,2014-10-01,0
316105,São Félix de Minas,2014,11,2014-11-01,1
316105,São Félix de Minas,2014,12,2014-12-01,0
316110,São Francisco,2014,1,2014-1-01,0
316110,São Francisco,2014,2,2014-2-01,1
316110,São Francisco,2014,3,2014-3-01,1
316110,São Francisco,2014,4,2014-4-01,0
316110,São Francisco,2014,5,2014-5-01,0
316110,São Francisco,2014,6,2014-6-01,0
316110,São Francisco,2014,7,2014-7-01,1
316110,São Francisco,2014,8,2014-8-01,0
316110,São Francisco,2014,9,2014-9-01,0
316110,São Francisco,2014,10,2014-10-01,0
316110,São Francisco,2014,11,2014-11-01,0
316110,São Francisco,2014,12,2014-12-01,0
316130,São Francisco de Sales,2014,1,2014-1-01,0
316130,São Francisco de Sales,2014,2,2014-2-01,0
316130,São Francisco de Sales,2014,3,2014-3-01,0
316130,São Francisco de Sales,2014,4,2014-4-01,0
316130,São Francisco de Sales,2014,5,2014-5-01,0
316130,São Francisco de Sales,2014,6,2014-6-01,0
316130,São Francisco de Sales,2014,7,2014-7-01,0
316130,São Francisco de Sales,2014,8,2014-8-01,1
316130,São Francisco de Sales,2014,9,2014-9-01,0
316130,São Francisco de Sales,2014,10,2014-10-01,1
316130,São Francisco de Sales,2014,11,2014-11-01,0
316130,São Francisco de Sales,2014,12,2014-12-01,0
316140,São Francisco do Glória,2014,1,2014-1-01,1
316140,São Francisco do Glória,2014,2,2014-2-01,0
316140,São Francisco do Glória,2014,3,2014-3-01,0
316140,São Francisco do Glória,2014,4,2014-4-01,1
316140,São Francisco do Glória,2014,5,2014-5-01,0
316140,São Francisco do Glória,2014,6,2014-6-01,1
316140,São Francisco do Glória,2014,7,2014-7-01,0
316140,São Francisco do Glória,2014,8,2014-8-01,0
316140,São Francisco do Glória,2014,9,2014-9-01,0
316140,São Francisco do Glória,2014,10,2014-10-01,0
316140,São Francisco do Glória,2014,11,2014-11-01,2
316140,São Francisco do Glória,2014,12,2014-12-01,0
316150,São Geraldo,2014,1,2014-1-01,0
316150,São Geraldo,2014,2,2014-2-01,0
316150,São Geraldo,2014,3,2014-3-01,0
316150,São Geraldo,2014,4,2014-4-01,0
316150,São Geraldo,2014,5,2014-5-01,0
316150,São Geraldo,2014,6,2014-6-01,0
316150,São Geraldo,2014,7,2014-7-01,0
316150,São Geraldo,2014,8,2014-8-01,0
316150,São Geraldo,2014,9,2014-9-01,0
316150,São Geraldo,2014,10,2014-10-01,0
316150,São Geraldo,2014,11,2014-11-01,1
316150,São Geraldo,2014,12,2014-12-01,0
316170,São Gonçalo do Abaeté,2014,1,2014-1-01,0
316170,São Gonçalo do Abaeté,2014,2,2014-2-01,0
316170,São Gonçalo do Abaeté,2014,3,2014-3-01,0
316170,São Gonçalo do Abaeté,2014,4,2014-4-01,0
316170,São Gonçalo do Abaeté,2014,5,2014-5-01,0
316170,São Gonçalo do Abaeté,2014,6,2014-6-01,0
316170,São Gonçalo do Abaeté,2014,7,2014-7-01,0
316170,São Gonçalo do Abaeté,2014,8,2014-8-01,1
316170,São Gonçalo do Abaeté,2014,9,2014-9-01,0
316170,São Gonçalo do Abaeté,2014,10,2014-10-01,0
316170,São Gonçalo do Abaeté,2014,11,2014-11-01,0
316170,São Gonçalo do Abaeté,2014,12,2014-12-01,0
316190,São Gonçalo do Rio Abaixo,2014,1,2014-1-01,0
316190,São Gonçalo do Rio Abaixo,2014,2,2014-2-01,0
316190,São Gonçalo do Rio Abaixo,2014,3,2014-3-01,0
316190,São Gonçalo do Rio Abaixo,2014,4,2014-4-01,1
316190,São Gonçalo do Rio Abaixo,2014,5,2014-5-01,0
316190,São Gonçalo do Rio Abaixo,2014,6,2014-6-01,0
316190,São Gonçalo do Rio Abaixo,2014,7,2014-7-01,0
316190,São Gonçalo do Rio Abaixo,2014,8,2014-8-01,0
316190,São Gonçalo do Rio Abaixo,2014,9,2014-9-01,0
316190,São Gonçalo do Rio Abaixo,2014,10,2014-10-01,0
316190,São Gonçalo do Rio Abaixo,2014,11,2014-11-01,0
316190,São Gonçalo do Rio Abaixo,2014,12,2014-12-01,0
316210,São Gotardo,2014,1,2014-1-01,0
316210,São Gotardo,2014,2,2014-2-01,1
316210,São Gotardo,2014,3,2014-3-01,1
316210,São Gotardo,2014,4,2014-4-01,1
316210,São Gotardo,2014,5,2014-5-01,0
316210,São Gotardo,2014,6,2014-6-01,1
316210,São Gotardo,2014,7,2014-7-01,0
316210,São Gotardo,2014,8,2014-8-01,0
316210,São Gotardo,2014,9,2014-9-01,0
316210,São Gotardo,2014,10,2014-10-01,0
316210,São Gotardo,2014,11,2014-11-01,3
316210,São Gotardo,2014,12,2014-12-01,1
316220,São João Batista do Glória,2014,1,2014-1-01,0
316220,São João Batista do Glória,2014,2,2014-2-01,0
316220,São João Batista do Glória,2014,3,2014-3-01,0
316220,São João Batista do Glória,2014,4,2014-4-01,0
316220,São João Batista do Glória,2014,5,2014-5-01,0
316220,São João Batista do Glória,2014,6,2014-6-01,0
316220,São João Batista do Glória,2014,7,2014-7-01,0
316220,São João Batista do Glória,2014,8,2014-8-01,1
316220,São João Batista do Glória,2014,9,2014-9-01,0
316220,São João Batista do Glória,2014,10,2014-10-01,0
316220,São João Batista do Glória,2014,11,2014-11-01,0
316220,São João Batista do Glória,2014,12,2014-12-01,0
316250,São João del Rei,2014,1,2014-1-01,0
316250,São João del Rei,2014,2,2014-2-01,0
316250,São João del Rei,2014,3,2014-3-01,7
316250,São João del Rei,2014,4,2014-4-01,2
316250,São João del Rei,2014,5,2014-5-01,1
316250,São João del Rei,2014,6,2014-6-01,3
316250,São João del Rei,2014,7,2014-7-01,0
316250,São João del Rei,2014,8,2014-8-01,2
316250,São João del Rei,2014,9,2014-9-01,1
316250,São João del Rei,2014,10,2014-10-01,1
316250,São João del Rei,2014,11,2014-11-01,2
316250,São João del Rei,2014,12,2014-12-01,0
316257,São João do Manteninha,2014,1,2014-1-01,0
316257,São João do Manteninha,2014,2,2014-2-01,0
316257,São João do Manteninha,2014,3,2014-3-01,0
316257,São João do Manteninha,2014,4,2014-4-01,0
316257,São João do Manteninha,2014,5,2014-5-01,0
316257,São João do Manteninha,2014,6,2014-6-01,0
316257,São João do Manteninha,2014,7,2014-7-01,1
316257,São João do Manteninha,2014,8,2014-8-01,0
316257,São João do Manteninha,2014,9,2014-9-01,0
316257,São João do Manteninha,2014,10,2014-10-01,0
316257,São João do Manteninha,2014,11,2014-11-01,0
316257,São João do Manteninha,2014,12,2014-12-01,0
316265,São João do Pacuí,2014,1,2014-1-01,0
316265,São João do Pacuí,2014,2,2014-2-01,0
316265,São João do Pacuí,2014,3,2014-3-01,0
316265,São João do Pacuí,2014,4,2014-4-01,0
316265,São João do Pacuí,2014,5,2014-5-01,0
316265,São João do Pacuí,2014,6,2014-6-01,0
316265,São João do Pacuí,2014,7,2014-7-01,0
316265,São João do Pacuí,2014,8,2014-8-01,0
316265,São João do Pacuí,2014,9,2014-9-01,0
316265,São João do Pacuí,2014,10,2014-10-01,0
316265,São João do Pacuí,2014,11,2014-11-01,1
316265,São João do Pacuí,2014,12,2014-12-01,0
316280,São João Evangelista,2014,1,2014-1-01,0
316280,São João Evangelista,2014,2,2014-2-01,0
316280,São João Evangelista,2014,3,2014-3-01,1
316280,São João Evangelista,2014,4,2014-4-01,0
316280,São João Evangelista,2014,5,2014-5-01,2
316280,São João Evangelista,2014,6,2014-6-01,0
316280,São João Evangelista,2014,7,2014-7-01,0
316280,São João Evangelista,2014,8,2014-8-01,0
316280,São João Evangelista,2014,9,2014-9-01,0
316280,São João Evangelista,2014,10,2014-10-01,0
316280,São João Evangelista,2014,11,2014-11-01,0
316280,São João Evangelista,2014,12,2014-12-01,0
316290,São João Nepomuceno,2014,1,2014-1-01,0
316290,São João Nepomuceno,2014,2,2014-2-01,0
316290,São João Nepomuceno,2014,3,2014-3-01,0
316290,São João Nepomuceno,2014,4,2014-4-01,2
316290,São João Nepomuceno,2014,5,2014-5-01,1
316290,São João Nepomuceno,2014,6,2014-6-01,1
316290,São João Nepomuceno,2014,7,2014-7-01,0
316290,São João Nepomuceno,2014,8,2014-8-01,1
316290,São João Nepomuceno,2014,9,2014-9-01,0
316290,São João Nepomuceno,2014,10,2014-10-01,1
316290,São João Nepomuceno,2014,11,2014-11-01,0
316290,São João Nepomuceno,2014,12,2014-12-01,1
316292,São Joaquim de Bicas,2014,1,2014-1-01,0
316292,São Joaquim de Bicas,2014,2,2014-2-01,1
316292,São Joaquim de Bicas,2014,3,2014-3-01,0
316292,São Joaquim de Bicas,2014,4,2014-4-01,0
316292,São Joaquim de Bicas,2014,5,2014-5-01,0
316292,São Joaquim de Bicas,2014,6,2014-6-01,1
316292,São Joaquim de Bicas,2014,7,2014-7-01,1
316292,São Joaquim de Bicas,2014,8,2014-8-01,0
316292,São Joaquim de Bicas,2014,9,2014-9-01,4
316292,São Joaquim de Bicas,2014,10,2014-10-01,3
316292,São Joaquim de Bicas,2014,11,2014-11-01,0
316292,São Joaquim de Bicas,2014,12,2014-12-01,0
316295,São José da Lapa,2014,1,2014-1-01,0
316295,São José da Lapa,2014,2,2014-2-01,0
316295,São José da Lapa,2014,3,2014-3-01,0
316295,São José da Lapa,2014,4,2014-4-01,0
316295,São José da Lapa,2014,5,2014-5-01,1
316295,São José da Lapa,2014,6,2014-6-01,1
316295,São José da Lapa,2014,7,2014-7-01,0
316295,São José da Lapa,2014,8,2014-8-01,0
316295,São José da Lapa,2014,9,2014-9-01,0
316295,São José da Lapa,2014,10,2014-10-01,2
316295,São José da Lapa,2014,11,2014-11-01,0
316295,São José da Lapa,2014,12,2014-12-01,0
316320,São José do Alegre,2014,1,2014-1-01,0
316320,São José do Alegre,2014,2,2014-2-01,0
316320,São José do Alegre,2014,3,2014-3-01,0
316320,São José do Alegre,2014,4,2014-4-01,0
316320,São José do Alegre,2014,5,2014-5-01,0
316320,São José do Alegre,2014,6,2014-6-01,0
316320,São José do Alegre,2014,7,2014-7-01,0
316320,São José do Alegre,2014,8,2014-8-01,0
316320,São José do Alegre,2014,9,2014-9-01,0
316320,São José do Alegre,2014,10,2014-10-01,1
316320,São José do Alegre,2014,11,2014-11-01,0
316320,São José do Alegre,2014,12,2014-12-01,0
316370,São Lourenço,2014,1,2014-1-01,0
316370,São Lourenço,2014,2,2014-2-01,0
316370,São Lourenço,2014,3,2014-3-01,0
316370,São Lourenço,2014,4,2014-4-01,0
316370,São Lourenço,2014,5,2014-5-01,0
316370,São Lourenço,2014,6,2014-6-01,0
316370,São Lourenço,2014,7,2014-7-01,2
316370,São Lourenço,2014,8,2014-8-01,3
316370,São Lourenço,2014,9,2014-9-01,1
316370,São Lourenço,2014,10,2014-10-01,3
316370,São Lourenço,2014,11,2014-11-01,0
316370,São Lourenço,2014,12,2014-12-01,0
316440,São Sebastião da Bela Vista,2014,1,2014-1-01,0
316440,São Sebastião da Bela Vista,2014,2,2014-2-01,0
316440,São Sebastião da Bela Vista,2014,3,2014-3-01,0
316440,São Sebastião da Bela Vista,2014,4,2014-4-01,0
316440,São Sebastião da Bela Vista,2014,5,2014-5-01,0
316440,São Sebastião da Bela Vista,2014,6,2014-6-01,1
316440,São Sebastião da Bela Vista,2014,7,2014-7-01,0
316440,São Sebastião da Bela Vista,2014,8,2014-8-01,0
316440,São Sebastião da Bela Vista,2014,9,2014-9-01,1
316440,São Sebastião da Bela Vista,2014,10,2014-10-01,1
316440,São Sebastião da Bela Vista,2014,11,2014-11-01,0
316440,São Sebastião da Bela Vista,2014,12,2014-12-01,0
316470,São Sebastião do Paraíso,2014,1,2014-1-01,0
316470,São Sebastião do Paraíso,2014,2,2014-2-01,1
316470,São Sebastião do Paraíso,2014,3,2014-3-01,0
316470,São Sebastião do Paraíso,2014,4,2014-4-01,0
316470,São Sebastião do Paraíso,2014,5,2014-5-01,4
316470,São Sebastião do Paraíso,2014,6,2014-6-01,0
316470,São Sebastião do Paraíso,2014,7,2014-7-01,3
316470,São Sebastião do Paraíso,2014,8,2014-8-01,0
316470,São Sebastião do Paraíso,2014,9,2014-9-01,1
316470,São Sebastião do Paraíso,2014,10,2014-10-01,1
316470,São Sebastião do Paraíso,2014,11,2014-11-01,0
316470,São Sebastião do Paraíso,2014,12,2014-12-01,0
316500,São Tiago,2014,1,2014-1-01,0
316500,São Tiago,2014,2,2014-2-01,0
316500,São Tiago,2014,3,2014-3-01,0
316500,São Tiago,2014,4,2014-4-01,0
316500,São Tiago,2014,5,2014-5-01,0
316500,São Tiago,2014,6,2014-6-01,1
316500,São Tiago,2014,7,2014-7-01,0
316500,São Tiago,2014,8,2014-8-01,0
316500,São Tiago,2014,9,2014-9-01,0
316500,São Tiago,2014,10,2014-10-01,0
316500,São Tiago,2014,11,2014-11-01,0
316500,São Tiago,2014,12,2014-12-01,0
316530,São Vicente de Minas,2014,1,2014-1-01,0
316530,São Vicente de Minas,2014,2,2014-2-01,0
316530,São Vicente de Minas,2014,3,2014-3-01,0
316530,São Vicente de Minas,2014,4,2014-4-01,0
316530,São Vicente de Minas,2014,5,2014-5-01,0
316530,São Vicente de Minas,2014,6,2014-6-01,0
316530,São Vicente de Minas,2014,7,2014-7-01,0
316530,São Vicente de Minas,2014,8,2014-8-01,0
316530,São Vicente de Minas,2014,9,2014-9-01,0
316530,São Vicente de Minas,2014,10,2014-10-01,0
316530,São Vicente de Minas,2014,11,2014-11-01,1
316530,São Vicente de Minas,2014,12,2014-12-01,0
316553,Sarzedo,2014,1,2014-1-01,1
316553,Sarzedo,2014,2,2014-2-01,0
316553,Sarzedo,2014,3,2014-3-01,0
316553,Sarzedo,2014,4,2014-4-01,0
316553,Sarzedo,2014,5,2014-5-01,0
316553,Sarzedo,2014,6,2014-6-01,0
316553,Sarzedo,2014,7,2014-7-01,1
316553,Sarzedo,2014,8,2014-8-01,0
316553,Sarzedo,2014,9,2014-9-01,2
316553,Sarzedo,2014,10,2014-10-01,1
316553,Sarzedo,2014,11,2014-11-01,1
316553,Sarzedo,2014,12,2014-12-01,0
316620,Senhora dos Remédios,2014,1,2014-1-01,2
316620,Senhora dos Remédios,2014,2,2014-2-01,0
316620,Senhora dos Remédios,2014,3,2014-3-01,0
316620,Senhora dos Remédios,2014,4,2014-4-01,0
316620,Senhora dos Remédios,2014,5,2014-5-01,0
316620,Senhora dos Remédios,2014,6,2014-6-01,0
316620,Senhora dos Remédios,2014,7,2014-7-01,0
316620,Senhora dos Remédios,2014,8,2014-8-01,0
316620,Senhora dos Remédios,2014,9,2014-9-01,0
316620,Senhora dos Remédios,2014,10,2014-10-01,0
316620,Senhora dos Remédios,2014,11,2014-11-01,0
316620,Senhora dos Remédios,2014,12,2014-12-01,0
316640,Seritinga,2014,1,2014-1-01,0
316640,Seritinga,2014,2,2014-2-01,0
