codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_malaria
312770,Governador Valadares,2020,12,2020-12-01,0
313370,Itatiaiuçu,2020,1,2020-1-01,0
313370,Itatiaiuçu,2020,2,2020-2-01,0
313370,Itatiaiuçu,2020,3,2020-3-01,0
313370,Itatiaiuçu,2020,4,2020-4-01,0
313370,Itatiaiuçu,2020,5,2020-5-01,1
313370,Itatiaiuçu,2020,6,2020-6-01,0
313370,Itatiaiuçu,2020,7,2020-7-01,0
313370,Itatiaiuçu,2020,8,2020-8-01,0
313370,Itatiaiuçu,2020,9,2020-9-01,0
313370,Itatiaiuçu,2020,10,2020-10-01,0
313370,Itatiaiuçu,2020,11,2020-11-01,0
313370,Itatiaiuçu,2020,12,2020-12-01,0
313620,João Monlevade,2020,1,2020-1-01,1
313620,João Monlevade,2020,2,2020-2-01,0
313620,João Monlevade,2020,3,2020-3-01,0
313620,João Monlevade,2020,4,2020-4-01,0
313620,João Monlevade,2020,5,2020-5-01,0
313620,João Monlevade,2020,6,2020-6-01,0
313620,João Monlevade,2020,7,2020-7-01,0
313620,João Monlevade,2020,8,2020-8-01,0
313620,João Monlevade,2020,9,2020-9-01,0
313620,João Monlevade,2020,10,2020-10-01,0
313620,João Monlevade,2020,11,2020-11-01,0
313620,João Monlevade,2020,12,2020-12-01,0
313670,Juiz de Fora,2020,1,2020-1-01,1
313670,Juiz de Fora,2020,2,2020-2-01,0
313670,Juiz de Fora,2020,3,2020-3-01,0
313670,Juiz de Fora,2020,4,2020-4-01,1
313670,Juiz de Fora,2020,5,2020-5-01,0
313670,Juiz de Fora,2020,6,2020-6-01,0
313670,Juiz de Fora,2020,7,2020-7-01,1
313670,Juiz de Fora,2020,8,2020-8-01,1
313670,Juiz de Fora,2020,9,2020-9-01,0
313670,Juiz de Fora,2020,10,2020-10-01,0
313670,Juiz de Fora,2020,11,2020-11-01,0
313670,Juiz de Fora,2020,12,2020-12-01,1
313700,Ladainha,2020,1,2020-1-01,0
313700,Ladainha,2020,2,2020-2-01,1
313700,Ladainha,2020,3,2020-3-01,0
313700,Ladainha,2020,4,2020-4-01,0
313700,Ladainha,2020,5,2020-5-01,0
313700,Ladainha,2020,6,2020-6-01,0
313700,Ladainha,2020,7,2020-7-01,0
313700,Ladainha,2020,8,2020-8-01,0
313700,Ladainha,2020,9,2020-9-01,0
313700,Ladainha,2020,10,2020-10-01,0
313700,Ladainha,2020,11,2020-11-01,0
313700,Ladainha,2020,12,2020-12-01,0
313840,Leopoldina,2020,1,2020-1-01,0
313840,Leopoldina,2020,2,2020-2-01,0
313840,Leopoldina,2020,3,2020-3-01,0
313840,Leopoldina,2020,4,2020-4-01,0
313840,Leopoldina,2020,5,2020-5-01,0
313840,Leopoldina,2020,6,2020-6-01,0
313840,Leopoldina,2020,7,2020-7-01,0
313840,Leopoldina,2020,8,2020-8-01,0
313840,Leopoldina,2020,9,2020-9-01,0
313840,Leopoldina,2020,10,2020-10-01,1
313840,Leopoldina,2020,11,2020-11-01,0
313840,Leopoldina,2020,12,2020-12-01,0
314240,Moema,2020,1,2020-1-01,0
314240,Moema,2020,2,2020-2-01,0
314240,Moema,2020,3,2020-3-01,0
314240,Moema,2020,4,2020-4-01,0
314240,Moema,2020,5,2020-5-01,0
314240,Moema,2020,6,2020-6-01,0
314240,Moema,2020,7,2020-7-01,1
314240,Moema,2020,8,2020-8-01,0
314240,Moema,2020,9,2020-9-01,0
314240,Moema,2020,10,2020-10-01,0
314240,Moema,2020,11,2020-11-01,0
314240,Moema,2020,12,2020-12-01,0
314330,Montes Claros,2020,1,2020-1-01,0
314330,Montes Claros,2020,2,2020-2-01,0
314330,Montes Claros,2020,3,2020-3-01,0
314330,Montes Claros,2020,4,2020-4-01,0
314330,Montes Claros,2020,5,2020-5-01,0
314330,Montes Claros,2020,6,2020-6-01,0
314330,Montes Claros,2020,7,2020-7-01,0
314330,Montes Claros,2020,8,2020-8-01,0
314330,Montes Claros,2020,9,2020-9-01,1
314330,Montes Claros,2020,10,2020-10-01,0
314330,Montes Claros,2020,11,2020-11-01,0
314330,Montes Claros,2020,12,2020-12-01,0
314400,Mutum,2020,1,2020-1-01,0
314400,Mutum,2020,2,2020-2-01,0
314400,Mutum,2020,3,2020-3-01,0
314400,Mutum,2020,4,2020-4-01,0
314400,Mutum,2020,5,2020-5-01,0
314400,Mutum,2020,6,2020-6-01,1
314400,Mutum,2020,7,2020-7-01,0
314400,Mutum,2020,8,2020-8-01,0
314400,Mutum,2020,9,2020-9-01,0
314400,Mutum,2020,10,2020-10-01,0
314400,Mutum,2020,11,2020-11-01,0
314400,Mutum,2020,12,2020-12-01,0
314710,Pará de Minas,2020,1,2020-1-01,1
314710,Pará de Minas,2020,2,2020-2-01,0
314710,Pará de Minas,2020,3,2020-3-01,0
314710,Pará de Minas,2020,4,2020-4-01,0
314710,Pará de Minas,2020,5,2020-5-01,0
314710,Pará de Minas,2020,6,2020-6-01,0
314710,Pará de Minas,2020,7,2020-7-01,0
314710,Pará de Minas,2020,8,2020-8-01,0
314710,Pará de Minas,2020,9,2020-9-01,0
314710,Pará de Minas,2020,10,2020-10-01,0
314710,Pará de Minas,2020,11,2020-11-01,0
314710,Pará de Minas,2020,12,2020-12-01,0
314740,Paraopeba,2020,1,2020-1-01,0
314740,Paraopeba,2020,2,2020-2-01,0
314740,Paraopeba,2020,3,2020-3-01,0
314740,Paraopeba,2020,4,2020-4-01,0
314740,Paraopeba,2020,5,2020-5-01,0
314740,Paraopeba,2020,6,2020-6-01,0
314740,Paraopeba,2020,7,2020-7-01,0
314740,Paraopeba,2020,8,2020-8-01,1
314740,Paraopeba,2020,9,2020-9-01,0
314740,Paraopeba,2020,10,2020-10-01,0
314740,Paraopeba,2020,11,2020-11-01,0
314740,Paraopeba,2020,12,2020-12-01,0
315510,Rio do Prado,2020,1,2020-1-01,0
315510,Rio do Prado,2020,2,2020-2-01,0
315510,Rio do Prado,2020,3,2020-3-01,0
315510,Rio do Prado,2020,4,2020-4-01,0
315510,Rio do Prado,2020,5,2020-5-01,0
315510,Rio do Prado,2020,6,2020-6-01,1
315510,Rio do Prado,2020,7,2020-7-01,0
315510,Rio do Prado,2020,8,2020-8-01,0
315510,Rio do Prado,2020,9,2020-9-01,0
315510,Rio do Prado,2020,10,2020-10-01,0
315510,Rio do Prado,2020,11,2020-11-01,0
315510,Rio do Prado,2020,12,2020-12-01,0
315770,Santa Juliana,2020,1,2020-1-01,0
315770,Santa Juliana,2020,2,2020-2-01,0
315770,Santa Juliana,2020,3,2020-3-01,1
315770,Santa Juliana,2020,4,2020-4-01,0
315770,Santa Juliana,2020,5,2020-5-01,0
315770,Santa Juliana,2020,6,2020-6-01,0
315770,Santa Juliana,2020,7,2020-7-01,0
315770,Santa Juliana,2020,8,2020-8-01,0
315770,Santa Juliana,2020,9,2020-9-01,0
315770,Santa Juliana,2020,10,2020-10-01,0
315770,Santa Juliana,2020,11,2020-11-01,0
315770,Santa Juliana,2020,12,2020-12-01,0
315780,Santa Luzia,2020,1,2020-1-01,0
315780,Santa Luzia,2020,2,2020-2-01,0
315780,Santa Luzia,2020,3,2020-3-01,0
315780,Santa Luzia,2020,4,2020-4-01,0
315780,Santa Luzia,2020,5,2020-5-01,0
315780,Santa Luzia,2020,6,2020-6-01,0
315780,Santa Luzia,2020,7,2020-7-01,0
315780,Santa Luzia,2020,8,2020-8-01,0
315780,Santa Luzia,2020,9,2020-9-01,0
315780,Santa Luzia,2020,10,2020-10-01,3
315780,Santa Luzia,2020,11,2020-11-01,0
315780,Santa Luzia,2020,12,2020-12-01,0
315895,Santana do Paraíso,2020,1,2020-1-01,0
315895,Santana do Paraíso,2020,2,2020-2-01,0
315895,Santana do Paraíso,2020,3,2020-3-01,0
315895,Santana do Paraíso,2020,4,2020-4-01,1
315895,Santana do Paraíso,2020,5,2020-5-01,0
315895,Santana do Paraíso,2020,6,2020-6-01,0
315895,Santana do Paraíso,2020,7,2020-7-01,0
315895,Santana do Paraíso,2020,8,2020-8-01,0
315895,Santana do Paraíso,2020,9,2020-9-01,0
315895,Santana do Paraíso,2020,10,2020-10-01,0
315895,Santana do Paraíso,2020,11,2020-11-01,0
315895,Santana do Paraíso,2020,12,2020-12-01,0
316180,São Gonçalo do Pará,2020,1,2020-1-01,0
316180,São Gonçalo do Pará,2020,2,2020-2-01,0
316180,São Gonçalo do Pará,2020,3,2020-3-01,0
316180,São Gonçalo do Pará,2020,4,2020-4-01,0
316180,São Gonçalo do Pará,2020,5,2020-5-01,0
316180,São Gonçalo do Pará,2020,6,2020-6-01,0
316180,São Gonçalo do Pará,2020,7,2020-7-01,0
316180,São Gonçalo do Pará,2020,8,2020-8-01,1
316180,São Gonçalo do Pará,2020,9,2020-9-01,1
316180,São Gonçalo do Pará,2020,10,2020-10-01,0
316180,São Gonçalo do Pará,2020,11,2020-11-01,0
316180,São Gonçalo do Pará,2020,12,2020-12-01,0
316470,São Sebastião do Paraíso,2020,1,2020-1-01,0
316470,São Sebastião do Paraíso,2020,2,2020-2-01,0
316470,São Sebastião do Paraíso,2020,3,2020-3-01,0
316470,São Sebastião do Paraíso,2020,4,2020-4-01,0
316470,São Sebastião do Paraíso,2020,5,2020-5-01,0
316470,São Sebastião do Paraíso,2020,6,2020-6-01,0
316470,São Sebastião do Paraíso,2020,7,2020-7-01,0
316470,São Sebastião do Paraíso,2020,8,2020-8-01,0
316470,São Sebastião do Paraíso,2020,9,2020-9-01,0
316470,São Sebastião do Paraíso,2020,10,2020-10-01,0
316470,São Sebastião do Paraíso,2020,11,2020-11-01,0
316470,São Sebastião do Paraíso,2020,12,2020-12-01,1
317020,Uberlândia,2020,1,2020-1-01,2
317020,Uberlândia,2020,2,2020-2-01,0
317020,Uberlândia,2020,3,2020-3-01,10
317020,Uberlândia,2020,4,2020-4-01,0
317020,Uberlândia,2020,5,2020-5-01,0
317020,Uberlândia,2020,6,2020-6-01,0
317020,Uberlândia,2020,7,2020-7-01,0
317020,Uberlândia,2020,8,2020-8-01,1
317020,Uberlândia,2020,9,2020-9-01,0
317020,Uberlândia,2020,10,2020-10-01,0
317020,Uberlândia,2020,11,2020-11-01,6
317020,Uberlândia,2020,12,2020-12-01,10
317070,Varginha,2020,1,2020-1-01,1
317070,Varginha,2020,2,2020-2-01,0
317070,Varginha,2020,3,2020-3-01,0
317070,Varginha,2020,4,2020-4-01,0
317070,Varginha,2020,5,2020-5-01,0
317070,Varginha,2020,6,2020-6-01,0
317070,Varginha,2020,7,2020-7-01,0
317070,Varginha,2020,8,2020-8-01,0
317070,Varginha,2020,9,2020-9-01,0
317070,Varginha,2020,10,2020-10-01,0
317070,Varginha,2020,11,2020-11-01,0
317070,Varginha,2020,12,2020-12-01,0
317100,Vazante,2020,1,2020-1-01,2
317100,Vazante,2020,2,2020-2-01,0
317100,Vazante,2020,3,2020-3-01,0
317100,Vazante,2020,4,2020-4-01,0
317100,Vazante,2020,5,2020-5-01,0
317100,Vazante,2020,6,2020-6-01,0
317100,Vazante,2020,7,2020-7-01,0
317100,Vazante,2020,8,2020-8-01,0
317100,Vazante,2020,9,2020-9-01,0
317100,Vazante,2020,10,2020-10-01,0
317100,Vazante,2020,11,2020-11-01,0
317100,Vazante,2020,12,2020-12-01,0
317130,Viçosa,2020,1,2020-1-01,0
317130,Viçosa,2020,2,2020-2-01,0
317130,Viçosa,2020,3,2020-3-01,0
317130,Viçosa,2020,4,2020-4-01,0
317130,Viçosa,2020,5,2020-5-01,0
317130,Viçosa,2020,6,2020-6-01,0
317130,Viçosa,2020,7,2020-7-01,0
317130,Viçosa,2020,8,2020-8-01,0
317130,Viçosa,2020,9,2020-9-01,1
317130,Viçosa,2020,10,2020-10-01,0
317130,Viçosa,2020,11,2020-11-01,0
317130,Viçosa,2020,12,2020-12-01,0
310020,Abaeté,2019,1,2019-1-01,0
310020,Abaeté,2019,2,2019-2-01,0
310020,Abaeté,2019,3,2019-3-01,0
310020,Abaeté,2019,4,2019-4-01,0
310020,Abaeté,2019,5,2019-5-01,0
310020,Abaeté,2019,6,2019-6-01,1
310020,Abaeté,2019,7,2019-7-01,0
310020,Abaeté,2019,8,2019-8-01,0
310020,Abaeté,2019,9,2019-9-01,0
310020,Abaeté,2019,10,2019-10-01,0
310020,Abaeté,2019,11,2019-11-01,0
310020,Abaeté,2019,12,2019-12-01,0
310350,Araguari,2019,1,2019-1-01,0
310350,Araguari,2019,2,2019-2-01,0
310350,Araguari,2019,3,2019-3-01,0
310350,Araguari,2019,4,2019-4-01,0
310350,Araguari,2019,5,2019-5-01,0
310350,Araguari,2019,6,2019-6-01,0
310350,Araguari,2019,7,2019-7-01,0
310350,Araguari,2019,8,2019-8-01,0
310350,Araguari,2019,9,2019-9-01,2
310350,Araguari,2019,10,2019-10-01,0
310350,Araguari,2019,11,2019-11-01,1
310350,Araguari,2019,12,2019-12-01,0
310400,Araxá,2019,1,2019-1-01,1
310400,Araxá,2019,2,2019-2-01,0
310400,Araxá,2019,3,2019-3-01,0
310400,Araxá,2019,4,2019-4-01,0
310400,Araxá,2019,5,2019-5-01,0
310400,Araxá,2019,6,2019-6-01,0
310400,Araxá,2019,7,2019-7-01,1
310400,Araxá,2019,8,2019-8-01,1
310400,Araxá,2019,9,2019-9-01,1
310400,Araxá,2019,10,2019-10-01,0
310400,Araxá,2019,11,2019-11-01,0
310400,Araxá,2019,12,2019-12-01,0
310540,Barão de Cocais,2019,1,2019-1-01,0
310540,Barão de Cocais,2019,2,2019-2-01,1
310540,Barão de Cocais,2019,3,2019-3-01,0
310540,Barão de Cocais,2019,4,2019-4-01,0
310540,Barão de Cocais,2019,5,2019-5-01,0
310540,Barão de Cocais,2019,6,2019-6-01,0
310540,Barão de Cocais,2019,7,2019-7-01,0
310540,Barão de Cocais,2019,8,2019-8-01,0
310540,Barão de Cocais,2019,9,2019-9-01,0
310540,Barão de Cocais,2019,10,2019-10-01,0
310540,Barão de Cocais,2019,11,2019-11-01,0
310540,Barão de Cocais,2019,12,2019-12-01,0
310560,Barbacena,2019,1,2019-1-01,0
310560,Barbacena,2019,2,2019-2-01,0
310560,Barbacena,2019,3,2019-3-01,0
310560,Barbacena,2019,4,2019-4-01,1
310560,Barbacena,2019,5,2019-5-01,2
310560,Barbacena,2019,6,2019-6-01,1
310560,Barbacena,2019,7,2019-7-01,0
310560,Barbacena,2019,8,2019-8-01,0
310560,Barbacena,2019,9,2019-9-01,0
310560,Barbacena,2019,10,2019-10-01,0
310560,Barbacena,2019,11,2019-11-01,0
310560,Barbacena,2019,12,2019-12-01,0
310620,Belo Horizonte,2019,1,2019-1-01,4
310620,Belo Horizonte,2019,2,2019-2-01,6
310620,Belo Horizonte,2019,3,2019-3-01,3
310620,Belo Horizonte,2019,4,2019-4-01,7
310620,Belo Horizonte,2019,5,2019-5-01,5
310620,Belo Horizonte,2019,6,2019-6-01,4
310620,Belo Horizonte,2019,7,2019-7-01,3
310620,Belo Horizonte,2019,8,2019-8-01,2
310620,Belo Horizonte,2019,9,2019-9-01,6
310620,Belo Horizonte,2019,10,2019-10-01,4
310620,Belo Horizonte,2019,11,2019-11-01,5
310620,Belo Horizonte,2019,12,2019-12-01,4
310670,Betim,2019,1,2019-1-01,0
310670,Betim,2019,2,2019-2-01,0
310670,Betim,2019,3,2019-3-01,1
310670,Betim,2019,4,2019-4-01,0
310670,Betim,2019,5,2019-5-01,0
310670,Betim,2019,6,2019-6-01,0
310670,Betim,2019,7,2019-7-01,0
310670,Betim,2019,8,2019-8-01,0
310670,Betim,2019,9,2019-9-01,0
310670,Betim,2019,10,2019-10-01,0
310670,Betim,2019,11,2019-11-01,1
310670,Betim,2019,12,2019-12-01,0
310690,Bicas,2019,1,2019-1-01,0
310690,Bicas,2019,2,2019-2-01,0
310690,Bicas,2019,3,2019-3-01,0
310690,Bicas,2019,4,2019-4-01,0
310690,Bicas,2019,5,2019-5-01,0
310690,Bicas,2019,6,2019-6-01,0
310690,Bicas,2019,7,2019-7-01,0
310690,Bicas,2019,8,2019-8-01,0
310690,Bicas,2019,9,2019-9-01,0
310690,Bicas,2019,10,2019-10-01,1
310690,Bicas,2019,11,2019-11-01,0
310690,Bicas,2019,12,2019-12-01,0
310740,Bom Despacho,2019,1,2019-1-01,0
310740,Bom Despacho,2019,2,2019-2-01,0
310740,Bom Despacho,2019,3,2019-3-01,0
310740,Bom Despacho,2019,4,2019-4-01,0
310740,Bom Despacho,2019,5,2019-5-01,2
310740,Bom Despacho,2019,6,2019-6-01,0
310740,Bom Despacho,2019,7,2019-7-01,0
310740,Bom Despacho,2019,8,2019-8-01,0
310740,Bom Despacho,2019,9,2019-9-01,0
310740,Bom Despacho,2019,10,2019-10-01,0
310740,Bom Despacho,2019,11,2019-11-01,0
310740,Bom Despacho,2019,12,2019-12-01,0
310900,Brumadinho,2019,1,2019-1-01,1
310900,Brumadinho,2019,2,2019-2-01,0
310900,Brumadinho,2019,3,2019-3-01,0
310900,Brumadinho,2019,4,2019-4-01,0
310900,Brumadinho,2019,5,2019-5-01,0
310900,Brumadinho,2019,6,2019-6-01,0
310900,Brumadinho,2019,7,2019-7-01,0
310900,Brumadinho,2019,8,2019-8-01,0
310900,Brumadinho,2019,9,2019-9-01,0
310900,Brumadinho,2019,10,2019-10-01,0
310900,Brumadinho,2019,11,2019-11-01,0
310900,Brumadinho,2019,12,2019-12-01,0
311140,Campo Florido,2019,1,2019-1-01,0
311140,Campo Florido,2019,2,2019-2-01,0
311140,Campo Florido,2019,3,2019-3-01,0
311140,Campo Florido,2019,4,2019-4-01,0
311140,Campo Florido,2019,5,2019-5-01,1
311140,Campo Florido,2019,6,2019-6-01,0
311140,Campo Florido,2019,7,2019-7-01,0
311140,Campo Florido,2019,8,2019-8-01,0
311140,Campo Florido,2019,9,2019-9-01,0
311140,Campo Florido,2019,10,2019-10-01,0
311140,Campo Florido,2019,11,2019-11-01,0
311140,Campo Florido,2019,12,2019-12-01,0
311340,Caratinga,2019,1,2019-1-01,0
311340,Caratinga,2019,2,2019-2-01,0
311340,Caratinga,2019,3,2019-3-01,1
311340,Caratinga,2019,4,2019-4-01,2
311340,Caratinga,2019,5,2019-5-01,7
311340,Caratinga,2019,6,2019-6-01,0
311340,Caratinga,2019,7,2019-7-01,0
311340,Caratinga,2019,8,2019-8-01,0
311340,Caratinga,2019,9,2019-9-01,0
311340,Caratinga,2019,10,2019-10-01,3
