codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_esquistossomose
313370,Itatiaiuçu,2018,9,2018-9-01,2
313370,Itatiaiuçu,2018,10,2018-10-01,0
313370,Itatiaiuçu,2018,11,2018-11-01,0
313370,Itatiaiuçu,2018,12,2018-12-01,0
313380,Itaúna,2018,1,2018-1-01,1
313380,Itaúna,2018,2,2018-2-01,0
313380,Itaúna,2018,3,2018-3-01,1
313380,Itaúna,2018,4,2018-4-01,0
313380,Itaúna,2018,5,2018-5-01,1
313380,Itaúna,2018,6,2018-6-01,2
313380,Itaúna,2018,7,2018-7-01,2
313380,Itaúna,2018,8,2018-8-01,5
313380,Itaúna,2018,9,2018-9-01,2
313380,Itaúna,2018,10,2018-10-01,4
313380,Itaúna,2018,11,2018-11-01,0
313380,Itaúna,2018,12,2018-12-01,0
313390,Itaverava,2018,1,2018-1-01,0
313390,Itaverava,2018,2,2018-2-01,0
313390,Itaverava,2018,3,2018-3-01,0
313390,Itaverava,2018,4,2018-4-01,0
313390,Itaverava,2018,5,2018-5-01,0
313390,Itaverava,2018,6,2018-6-01,0
313390,Itaverava,2018,7,2018-7-01,0
313390,Itaverava,2018,8,2018-8-01,2
313390,Itaverava,2018,9,2018-9-01,2
313390,Itaverava,2018,10,2018-10-01,1
313390,Itaverava,2018,11,2018-11-01,0
313390,Itaverava,2018,12,2018-12-01,1
313460,Jaboticatubas,2018,1,2018-1-01,0
313460,Jaboticatubas,2018,2,2018-2-01,0
313460,Jaboticatubas,2018,3,2018-3-01,1
313460,Jaboticatubas,2018,4,2018-4-01,1
313460,Jaboticatubas,2018,5,2018-5-01,1
313460,Jaboticatubas,2018,6,2018-6-01,1
313460,Jaboticatubas,2018,7,2018-7-01,3
313460,Jaboticatubas,2018,8,2018-8-01,0
313460,Jaboticatubas,2018,9,2018-9-01,1
313460,Jaboticatubas,2018,10,2018-10-01,0
313460,Jaboticatubas,2018,11,2018-11-01,0
313460,Jaboticatubas,2018,12,2018-12-01,0
313500,Jaguaraçu,2018,1,2018-1-01,0
313500,Jaguaraçu,2018,2,2018-2-01,1
313500,Jaguaraçu,2018,3,2018-3-01,0
313500,Jaguaraçu,2018,4,2018-4-01,0
313500,Jaguaraçu,2018,5,2018-5-01,1
313500,Jaguaraçu,2018,6,2018-6-01,0
313500,Jaguaraçu,2018,7,2018-7-01,0
313500,Jaguaraçu,2018,8,2018-8-01,0
313500,Jaguaraçu,2018,9,2018-9-01,2
313500,Jaguaraçu,2018,10,2018-10-01,0
313500,Jaguaraçu,2018,11,2018-11-01,1
313500,Jaguaraçu,2018,12,2018-12-01,0
313520,Januária,2018,1,2018-1-01,0
313520,Januária,2018,2,2018-2-01,0
313520,Januária,2018,3,2018-3-01,0
313520,Januária,2018,4,2018-4-01,0
313520,Januária,2018,5,2018-5-01,0
313520,Januária,2018,6,2018-6-01,1
313520,Januária,2018,7,2018-7-01,1
313520,Januária,2018,8,2018-8-01,0
313520,Januária,2018,9,2018-9-01,0
313520,Januária,2018,10,2018-10-01,0
313520,Januária,2018,11,2018-11-01,0
313520,Januária,2018,12,2018-12-01,0
313535,Japonvar,2018,1,2018-1-01,0
313535,Japonvar,2018,2,2018-2-01,0
313535,Japonvar,2018,3,2018-3-01,0
313535,Japonvar,2018,4,2018-4-01,0
313535,Japonvar,2018,5,2018-5-01,0
313535,Japonvar,2018,6,2018-6-01,0
313535,Japonvar,2018,7,2018-7-01,0
313535,Japonvar,2018,8,2018-8-01,0
313535,Japonvar,2018,9,2018-9-01,0
313535,Japonvar,2018,10,2018-10-01,0
313535,Japonvar,2018,11,2018-11-01,1
313535,Japonvar,2018,12,2018-12-01,0
313540,Jeceaba,2018,1,2018-1-01,0
313540,Jeceaba,2018,2,2018-2-01,0
313540,Jeceaba,2018,3,2018-3-01,0
313540,Jeceaba,2018,4,2018-4-01,0
313540,Jeceaba,2018,5,2018-5-01,0
313540,Jeceaba,2018,6,2018-6-01,0
313540,Jeceaba,2018,7,2018-7-01,0
313540,Jeceaba,2018,8,2018-8-01,1
313540,Jeceaba,2018,9,2018-9-01,0
313540,Jeceaba,2018,10,2018-10-01,0
313540,Jeceaba,2018,11,2018-11-01,0
313540,Jeceaba,2018,12,2018-12-01,0
313550,Jequeri,2018,1,2018-1-01,0
313550,Jequeri,2018,2,2018-2-01,0
313550,Jequeri,2018,3,2018-3-01,2
313550,Jequeri,2018,4,2018-4-01,0
313550,Jequeri,2018,5,2018-5-01,0
313550,Jequeri,2018,6,2018-6-01,0
313550,Jequeri,2018,7,2018-7-01,1
313550,Jequeri,2018,8,2018-8-01,1
313550,Jequeri,2018,9,2018-9-01,0
313550,Jequeri,2018,10,2018-10-01,1
313550,Jequeri,2018,11,2018-11-01,1
313550,Jequeri,2018,12,2018-12-01,0
313610,Joanésia,2018,1,2018-1-01,2
313610,Joanésia,2018,2,2018-2-01,4
313610,Joanésia,2018,3,2018-3-01,1
313610,Joanésia,2018,4,2018-4-01,2
313610,Joanésia,2018,5,2018-5-01,1
313610,Joanésia,2018,6,2018-6-01,2
313610,Joanésia,2018,7,2018-7-01,3
313610,Joanésia,2018,8,2018-8-01,1
313610,Joanésia,2018,9,2018-9-01,3
313610,Joanésia,2018,10,2018-10-01,3
313610,Joanésia,2018,11,2018-11-01,1
313610,Joanésia,2018,12,2018-12-01,2
313620,João Monlevade,2018,1,2018-1-01,2
313620,João Monlevade,2018,2,2018-2-01,0
313620,João Monlevade,2018,3,2018-3-01,0
313620,João Monlevade,2018,4,2018-4-01,0
313620,João Monlevade,2018,5,2018-5-01,0
313620,João Monlevade,2018,6,2018-6-01,0
313620,João Monlevade,2018,7,2018-7-01,0
313620,João Monlevade,2018,8,2018-8-01,0
313620,João Monlevade,2018,9,2018-9-01,0
313620,João Monlevade,2018,10,2018-10-01,0
313620,João Monlevade,2018,11,2018-11-01,0
313620,João Monlevade,2018,12,2018-12-01,0
313665,Juatuba,2018,1,2018-1-01,0
313665,Juatuba,2018,2,2018-2-01,0
313665,Juatuba,2018,3,2018-3-01,0
313665,Juatuba,2018,4,2018-4-01,1
313665,Juatuba,2018,5,2018-5-01,0
313665,Juatuba,2018,6,2018-6-01,2
313665,Juatuba,2018,7,2018-7-01,1
313665,Juatuba,2018,8,2018-8-01,0
313665,Juatuba,2018,9,2018-9-01,1
313665,Juatuba,2018,10,2018-10-01,1
313665,Juatuba,2018,11,2018-11-01,0
313665,Juatuba,2018,12,2018-12-01,1
313670,Juiz de Fora,2018,1,2018-1-01,2
313670,Juiz de Fora,2018,2,2018-2-01,2
313670,Juiz de Fora,2018,3,2018-3-01,1
313670,Juiz de Fora,2018,4,2018-4-01,0
313670,Juiz de Fora,2018,5,2018-5-01,0
313670,Juiz de Fora,2018,6,2018-6-01,2
313670,Juiz de Fora,2018,7,2018-7-01,0
313670,Juiz de Fora,2018,8,2018-8-01,0
313670,Juiz de Fora,2018,9,2018-9-01,1
313670,Juiz de Fora,2018,10,2018-10-01,1
313670,Juiz de Fora,2018,11,2018-11-01,1
313670,Juiz de Fora,2018,12,2018-12-01,2
313710,Lagamar,2018,1,2018-1-01,0
313710,Lagamar,2018,2,2018-2-01,0
313710,Lagamar,2018,3,2018-3-01,1
313710,Lagamar,2018,4,2018-4-01,0
313710,Lagamar,2018,5,2018-5-01,0
313710,Lagamar,2018,6,2018-6-01,0
313710,Lagamar,2018,7,2018-7-01,0
313710,Lagamar,2018,8,2018-8-01,0
313710,Lagamar,2018,9,2018-9-01,0
313710,Lagamar,2018,10,2018-10-01,0
313710,Lagamar,2018,11,2018-11-01,0
313710,Lagamar,2018,12,2018-12-01,0
313750,Lagoa Formosa,2018,1,2018-1-01,0
313750,Lagoa Formosa,2018,2,2018-2-01,0
313750,Lagoa Formosa,2018,3,2018-3-01,1
313750,Lagoa Formosa,2018,4,2018-4-01,0
313750,Lagoa Formosa,2018,5,2018-5-01,0
313750,Lagoa Formosa,2018,6,2018-6-01,0
313750,Lagoa Formosa,2018,7,2018-7-01,0
313750,Lagoa Formosa,2018,8,2018-8-01,0
313750,Lagoa Formosa,2018,9,2018-9-01,0
313750,Lagoa Formosa,2018,10,2018-10-01,0
313750,Lagoa Formosa,2018,11,2018-11-01,0
313750,Lagoa Formosa,2018,12,2018-12-01,0
313760,Lagoa Santa,2018,1,2018-1-01,0
313760,Lagoa Santa,2018,2,2018-2-01,0
313760,Lagoa Santa,2018,3,2018-3-01,0
313760,Lagoa Santa,2018,4,2018-4-01,0
313760,Lagoa Santa,2018,5,2018-5-01,0
313760,Lagoa Santa,2018,6,2018-6-01,0
313760,Lagoa Santa,2018,7,2018-7-01,1
313760,Lagoa Santa,2018,8,2018-8-01,0
313760,Lagoa Santa,2018,9,2018-9-01,0
313760,Lagoa Santa,2018,10,2018-10-01,0
313760,Lagoa Santa,2018,11,2018-11-01,0
313760,Lagoa Santa,2018,12,2018-12-01,0
313868,Luislândia,2018,1,2018-1-01,0
313868,Luislândia,2018,2,2018-2-01,0
313868,Luislândia,2018,3,2018-3-01,2
313868,Luislândia,2018,4,2018-4-01,0
313868,Luislândia,2018,5,2018-5-01,0
313868,Luislândia,2018,6,2018-6-01,0
313868,Luislândia,2018,7,2018-7-01,0
313868,Luislândia,2018,8,2018-8-01,0
313868,Luislândia,2018,9,2018-9-01,0
313868,Luislândia,2018,10,2018-10-01,0
313868,Luislândia,2018,11,2018-11-01,0
313868,Luislândia,2018,12,2018-12-01,0
313920,Malacacheta,2018,1,2018-1-01,9
313920,Malacacheta,2018,2,2018-2-01,6
313920,Malacacheta,2018,3,2018-3-01,5
313920,Malacacheta,2018,4,2018-4-01,9
313920,Malacacheta,2018,5,2018-5-01,5
313920,Malacacheta,2018,6,2018-6-01,5
313920,Malacacheta,2018,7,2018-7-01,7
313920,Malacacheta,2018,8,2018-8-01,0
313920,Malacacheta,2018,9,2018-9-01,4
313920,Malacacheta,2018,10,2018-10-01,2
313920,Malacacheta,2018,11,2018-11-01,6
313920,Malacacheta,2018,12,2018-12-01,0
313950,Manhumirim,2018,1,2018-1-01,0
313950,Manhumirim,2018,2,2018-2-01,0
313950,Manhumirim,2018,3,2018-3-01,0
313950,Manhumirim,2018,4,2018-4-01,0
313950,Manhumirim,2018,5,2018-5-01,0
313950,Manhumirim,2018,6,2018-6-01,0
313950,Manhumirim,2018,7,2018-7-01,0
313950,Manhumirim,2018,8,2018-8-01,1
313950,Manhumirim,2018,9,2018-9-01,1
313950,Manhumirim,2018,10,2018-10-01,0
313950,Manhumirim,2018,11,2018-11-01,0
313950,Manhumirim,2018,12,2018-12-01,0
314000,Mariana,2018,1,2018-1-01,0
314000,Mariana,2018,2,2018-2-01,0
314000,Mariana,2018,3,2018-3-01,0
314000,Mariana,2018,4,2018-4-01,0
314000,Mariana,2018,5,2018-5-01,1
314000,Mariana,2018,6,2018-6-01,0
314000,Mariana,2018,7,2018-7-01,0
314000,Mariana,2018,8,2018-8-01,0
314000,Mariana,2018,9,2018-9-01,0
314000,Mariana,2018,10,2018-10-01,0
314000,Mariana,2018,11,2018-11-01,0
314000,Mariana,2018,12,2018-12-01,0
314010,Marilac,2018,1,2018-1-01,1
314010,Marilac,2018,2,2018-2-01,0
314010,Marilac,2018,3,2018-3-01,0
314010,Marilac,2018,4,2018-4-01,0
314010,Marilac,2018,5,2018-5-01,0
314010,Marilac,2018,6,2018-6-01,0
314010,Marilac,2018,7,2018-7-01,0
314010,Marilac,2018,8,2018-8-01,0
314010,Marilac,2018,9,2018-9-01,0
314010,Marilac,2018,10,2018-10-01,0
314010,Marilac,2018,11,2018-11-01,0
314010,Marilac,2018,12,2018-12-01,0
314015,Mário Campos,2018,1,2018-1-01,0
314015,Mário Campos,2018,2,2018-2-01,1
314015,Mário Campos,2018,3,2018-3-01,0
314015,Mário Campos,2018,4,2018-4-01,0
314015,Mário Campos,2018,5,2018-5-01,0
314015,Mário Campos,2018,6,2018-6-01,0
314015,Mário Campos,2018,7,2018-7-01,0
314015,Mário Campos,2018,8,2018-8-01,0
314015,Mário Campos,2018,9,2018-9-01,0
314015,Mário Campos,2018,10,2018-10-01,0
314015,Mário Campos,2018,11,2018-11-01,0
314015,Mário Campos,2018,12,2018-12-01,0
314030,Marliéria,2018,1,2018-1-01,1
314030,Marliéria,2018,2,2018-2-01,0
314030,Marliéria,2018,3,2018-3-01,0
314030,Marliéria,2018,4,2018-4-01,0
314030,Marliéria,2018,5,2018-5-01,1
314030,Marliéria,2018,6,2018-6-01,0
314030,Marliéria,2018,7,2018-7-01,0
314030,Marliéria,2018,8,2018-8-01,0
314030,Marliéria,2018,9,2018-9-01,0
314030,Marliéria,2018,10,2018-10-01,0
314030,Marliéria,2018,11,2018-11-01,0
314030,Marliéria,2018,12,2018-12-01,0
314110,Matozinhos,2018,1,2018-1-01,0
314110,Matozinhos,2018,2,2018-2-01,0
314110,Matozinhos,2018,3,2018-3-01,1
314110,Matozinhos,2018,4,2018-4-01,0
314110,Matozinhos,2018,5,2018-5-01,0
314110,Matozinhos,2018,6,2018-6-01,0
314110,Matozinhos,2018,7,2018-7-01,0
314110,Matozinhos,2018,8,2018-8-01,0
314110,Matozinhos,2018,9,2018-9-01,0
314110,Matozinhos,2018,10,2018-10-01,0
314110,Matozinhos,2018,11,2018-11-01,0
314110,Matozinhos,2018,12,2018-12-01,0
314200,Mirabela,2018,1,2018-1-01,0
314200,Mirabela,2018,2,2018-2-01,0
314200,Mirabela,2018,3,2018-3-01,1
314200,Mirabela,2018,4,2018-4-01,1
314200,Mirabela,2018,5,2018-5-01,2
314200,Mirabela,2018,6,2018-6-01,1
314200,Mirabela,2018,7,2018-7-01,2
314200,Mirabela,2018,8,2018-8-01,0
314200,Mirabela,2018,9,2018-9-01,3
314200,Mirabela,2018,10,2018-10-01,4
314200,Mirabela,2018,11,2018-11-01,7
314200,Mirabela,2018,12,2018-12-01,2
314210,Miradouro,2018,1,2018-1-01,0
314210,Miradouro,2018,2,2018-2-01,0
314210,Miradouro,2018,3,2018-3-01,0
314210,Miradouro,2018,4,2018-4-01,0
314210,Miradouro,2018,5,2018-5-01,0
314210,Miradouro,2018,6,2018-6-01,0
314210,Miradouro,2018,7,2018-7-01,0
314210,Miradouro,2018,8,2018-8-01,0
314210,Miradouro,2018,9,2018-9-01,0
314210,Miradouro,2018,10,2018-10-01,3
314210,Miradouro,2018,11,2018-11-01,0
314210,Miradouro,2018,12,2018-12-01,0
314225,Miravânia,2018,1,2018-1-01,0
314225,Miravânia,2018,2,2018-2-01,0
314225,Miravânia,2018,3,2018-3-01,0
314225,Miravânia,2018,4,2018-4-01,1
314225,Miravânia,2018,5,2018-5-01,0
314225,Miravânia,2018,6,2018-6-01,0
314225,Miravânia,2018,7,2018-7-01,0
314225,Miravânia,2018,8,2018-8-01,0
314225,Miravânia,2018,9,2018-9-01,0
314225,Miravânia,2018,10,2018-10-01,0
314225,Miravânia,2018,11,2018-11-01,0
314225,Miravânia,2018,12,2018-12-01,0
314230,Moeda,2018,1,2018-1-01,1
314230,Moeda,2018,2,2018-2-01,0
314230,Moeda,2018,3,2018-3-01,0
314230,Moeda,2018,4,2018-4-01,0
314230,Moeda,2018,5,2018-5-01,0
314230,Moeda,2018,6,2018-6-01,0
314230,Moeda,2018,7,2018-7-01,0
314230,Moeda,2018,8,2018-8-01,0
314230,Moeda,2018,9,2018-9-01,0
314230,Moeda,2018,10,2018-10-01,0
314230,Moeda,2018,11,2018-11-01,0
314230,Moeda,2018,12,2018-12-01,0
314240,Moema,2018,1,2018-1-01,0
314240,Moema,2018,2,2018-2-01,0
314240,Moema,2018,3,2018-3-01,1
314240,Moema,2018,4,2018-4-01,0
314240,Moema,2018,5,2018-5-01,0
314240,Moema,2018,6,2018-6-01,0
314240,Moema,2018,7,2018-7-01,1
314240,Moema,2018,8,2018-8-01,0
314240,Moema,2018,9,2018-9-01,0
314240,Moema,2018,10,2018-10-01,0
314240,Moema,2018,11,2018-11-01,0
314240,Moema,2018,12,2018-12-01,0
314370,Morro do Pilar,2018,1,2018-1-01,0
314370,Morro do Pilar,2018,2,2018-2-01,0
314370,Morro do Pilar,2018,3,2018-3-01,0
314370,Morro do Pilar,2018,4,2018-4-01,0
314370,Morro do Pilar,2018,5,2018-5-01,0
314370,Morro do Pilar,2018,6,2018-6-01,0
314370,Morro do Pilar,2018,7,2018-7-01,0
314370,Morro do Pilar,2018,8,2018-8-01,1
314370,Morro do Pilar,2018,9,2018-9-01,0
314370,Morro do Pilar,2018,10,2018-10-01,0
314370,Morro do Pilar,2018,11,2018-11-01,0
314370,Morro do Pilar,2018,12,2018-12-01,0
314400,Mutum,2018,1,2018-1-01,1
314400,Mutum,2018,2,2018-2-01,1
314400,Mutum,2018,3,2018-3-01,0
314400,Mutum,2018,4,2018-4-01,0
314400,Mutum,2018,5,2018-5-01,0
314400,Mutum,2018,6,2018-6-01,0
314400,Mutum,2018,7,2018-7-01,0
314400,Mutum,2018,8,2018-8-01,0
314400,Mutum,2018,9,2018-9-01,0
314400,Mutum,2018,10,2018-10-01,0
314400,Mutum,2018,11,2018-11-01,0
314400,Mutum,2018,12,2018-12-01,0
314430,Nanuque,2018,1,2018-1-01,1
314430,Nanuque,2018,2,2018-2-01,0
314430,Nanuque,2018,3,2018-3-01,0
314430,Nanuque,2018,4,2018-4-01,0
314430,Nanuque,2018,5,2018-5-01,0
314430,Nanuque,2018,6,2018-6-01,0
314430,Nanuque,2018,7,2018-7-01,1
314430,Nanuque,2018,8,2018-8-01,0
314430,Nanuque,2018,9,2018-9-01,0
314430,Nanuque,2018,10,2018-10-01,0
314430,Nanuque,2018,11,2018-11-01,0
314430,Nanuque,2018,12,2018-12-01,1
314435,Naque,2018,1,2018-1-01,0
314435,Naque,2018,2,2018-2-01,0
314435,Naque,2018,3,2018-3-01,0
314435,Naque,2018,4,2018-4-01,1
314435,Naque,2018,5,2018-5-01,1
314435,Naque,2018,6,2018-6-01,0
314435,Naque,2018,7,2018-7-01,0
314435,Naque,2018,8,2018-8-01,1
314435,Naque,2018,9,2018-9-01,0
314435,Naque,2018,10,2018-10-01,0
314435,Naque,2018,11,2018-11-01,0
314435,Naque,2018,12,2018-12-01,1
314490,Nova Módica,2018,1,2018-1-01,0
314490,Nova Módica,2018,2,2018-2-01,0
314490,Nova Módica,2018,3,2018-3-01,0
314490,Nova Módica,2018,4,2018-4-01,0
314490,Nova Módica,2018,5,2018-5-01,0
314490,Nova Módica,2018,6,2018-6-01,1
314490,Nova Módica,2018,7,2018-7-01,1
314490,Nova Módica,2018,8,2018-8-01,0
314490,Nova Módica,2018,9,2018-9-01,0
314490,Nova Módica,2018,10,2018-10-01,0
314490,Nova Módica,2018,11,2018-11-01,0
314490,Nova Módica,2018,12,2018-12-01,0
314520,Nova Serrana,2018,1,2018-1-01,3
314520,Nova Serrana,2018,2,2018-2-01,8
314520,Nova Serrana,2018,3,2018-3-01,7
314520,Nova Serrana,2018,4,2018-4-01,4
314520,Nova Serrana,2018,5,2018-5-01,7
314520,Nova Serrana,2018,6,2018-6-01,11
314520,Nova Serrana,2018,7,2018-7-01,7
314520,Nova Serrana,2018,8,2018-8-01,10
314520,Nova Serrana,2018,9,2018-9-01,7
314520,Nova Serrana,2018,10,2018-10-01,6
314520,Nova Serrana,2018,11,2018-11-01,12
314520,Nova Serrana,2018,12,2018-12-01,11
313660,Nova União,2018,1,2018-1-01,0
313660,Nova União,2018,2,2018-2-01,0
313660,Nova União,2018,3,2018-3-01,0
313660,Nova União,2018,4,2018-4-01,0
313660,Nova União,2018,5,2018-5-01,0
313660,Nova União,2018,6,2018-6-01,0
313660,Nova União,2018,7,2018-7-01,0
313660,Nova União,2018,8,2018-8-01,0
313660,Nova União,2018,9,2018-9-01,0
313660,Nova União,2018,10,2018-10-01,1
313660,Nova União,2018,11,2018-11-01,0
313660,Nova União,2018,12,2018-12-01,0
314585,Oratórios,2018,1,2018-1-01,1
314585,Oratórios,2018,2,2018-2-01,0
314585,Oratórios,2018,3,2018-3-01,0
314585,Oratórios,2018,4,2018-4-01,0
314585,Oratórios,2018,5,2018-5-01,0
314585,Oratórios,2018,6,2018-6-01,0
314585,Oratórios,2018,7,2018-7-01,0
314585,Oratórios,2018,8,2018-8-01,0
314585,Oratórios,2018,9,2018-9-01,0
314585,Oratórios,2018,10,2018-10-01,1
314585,Oratórios,2018,11,2018-11-01,0
314585,Oratórios,2018,12,2018-12-01,0
314590,Ouro Branco,2018,1,2018-1-01,0
314590,Ouro Branco,2018,2,2018-2-01,0
314590,Ouro Branco,2018,3,2018-3-01,0
314590,Ouro Branco,2018,4,2018-4-01,0
314590,Ouro Branco,2018,5,2018-5-01,0
314590,Ouro Branco,2018,6,2018-6-01,1
314590,Ouro Branco,2018,7,2018-7-01,0
314590,Ouro Branco,2018,8,2018-8-01,1
314590,Ouro Branco,2018,9,2018-9-01,0
314590,Ouro Branco,2018,10,2018-10-01,0
314590,Ouro Branco,2018,11,2018-11-01,0
314590,Ouro Branco,2018,12,2018-12-01,0
314610,Ouro Preto,2018,1,2018-1-01,0
314610,Ouro Preto,2018,2,2018-2-01,0
314610,Ouro Preto,2018,3,2018-3-01,1
314610,Ouro Preto,2018,4,2018-4-01,0
314610,Ouro Preto,2018,5,2018-5-01,0
314610,Ouro Preto,2018,6,2018-6-01,0
314610,Ouro Preto,2018,7,2018-7-01,0
314610,Ouro Preto,2018,8,2018-8-01,0
314610,Ouro Preto,2018,9,2018-9-01,0
314610,Ouro Preto,2018,10,2018-10-01,0
314610,Ouro Preto,2018,11,2018-11-01,0
314610,Ouro Preto,2018,12,2018-12-01,0
314630,Padre Paraíso,2018,1,2018-1-01,1
314630,Padre Paraíso,2018,2,2018-2-01,0
314630,Padre Paraíso,2018,3,2018-3-01,0
314630,Padre Paraíso,2018,4,2018-4-01,0
314630,Padre Paraíso,2018,5,2018-5-01,0
314630,Padre Paraíso,2018,6,2018-6-01,0
314630,Padre Paraíso,2018,7,2018-7-01,0
314630,Padre Paraíso,2018,8,2018-8-01,0
314630,Padre Paraíso,2018,9,2018-9-01,0
314630,Padre Paraíso,2018,10,2018-10-01,0
314630,Padre Paraíso,2018,11,2018-11-01,0
314630,Padre Paraíso,2018,12,2018-12-01,0
314650,Pains,2018,1,2018-1-01,0
314650,Pains,2018,2,2018-2-01,0
314650,Pains,2018,3,2018-3-01,0
314650,Pains,2018,4,2018-4-01,0
314650,Pains,2018,5,2018-5-01,0
314650,Pains,2018,6,2018-6-01,0
314650,Pains,2018,7,2018-7-01,1
314650,Pains,2018,8,2018-8-01,0
314650,Pains,2018,9,2018-9-01,0
314650,Pains,2018,10,2018-10-01,0
314650,Pains,2018,11,2018-11-01,0
314650,Pains,2018,12,2018-12-01,0
314660,Paiva,2018,1,2018-1-01,0
314660,Paiva,2018,2,2018-2-01,0
314660,Paiva,2018,3,2018-3-01,0
314660,Paiva,2018,4,2018-4-01,1
314660,Paiva,2018,5,2018-5-01,0
314660,Paiva,2018,6,2018-6-01,0
314660,Paiva,2018,7,2018-7-01,0
314660,Paiva,2018,8,2018-8-01,0
314660,Paiva,2018,9,2018-9-01,0
314660,Paiva,2018,10,2018-10-01,0
314660,Paiva,2018,11,2018-11-01,0
314660,Paiva,2018,12,2018-12-01,0
314710,Pará de Minas,2018,1,2018-1-01,0
314710,Pará de Minas,2018,2,2018-2-01,0
314710,Pará de Minas,2018,3,2018-3-01,0
314710,Pará de Minas,2018,4,2018-4-01,0
314710,Pará de Minas,2018,5,2018-5-01,0
314710,Pará de Minas,2018,6,2018-6-01,0
314710,Pará de Minas,2018,7,2018-7-01,0
314710,Pará de Minas,2018,8,2018-8-01,1
314710,Pará de Minas,2018,9,2018-9-01,0
314710,Pará de Minas,2018,10,2018-10-01,0
314710,Pará de Minas,2018,11,2018-11-01,0
314710,Pará de Minas,2018,12,2018-12-01,0
314770,Passa Tempo,2018,1,2018-1-01,0
314770,Passa Tempo,2018,2,2018-2-01,0
314770,Passa Tempo,2018,3,2018-3-01,1
314770,Passa Tempo,2018,4,2018-4-01,0
314770,Passa Tempo,2018,5,2018-5-01,0
314770,Passa Tempo,2018,6,2018-6-01,1
314770,Passa Tempo,2018,7,2018-7-01,1
314770,Passa Tempo,2018,8,2018-8-01,0
314770,Passa Tempo,2018,9,2018-9-01,0
314770,Passa Tempo,2018,10,2018-10-01,0
314770,Passa Tempo,2018,11,2018-11-01,0
314770,Passa Tempo,2018,12,2018-12-01,0
314790,Passos,2018,1,2018-1-01,0
314790,Passos,2018,2,2018-2-01,0
314790,Passos,2018,3,2018-3-01,0
314790,Passos,2018,4,2018-4-01,1
314790,Passos,2018,5,2018-5-01,0
314790,Passos,2018,6,2018-6-01,0
314790,Passos,2018,7,2018-7-01,0
314790,Passos,2018,8,2018-8-01,0
314790,Passos,2018,9,2018-9-01,0
314790,Passos,2018,10,2018-10-01,0
314790,Passos,2018,11,2018-11-01,0
314790,Passos,2018,12,2018-12-01,0
314795,Patis,2018,1,2018-1-01,1
314795,Patis,2018,2,2018-2-01,2
314795,Patis,2018,3,2018-3-01,3
314795,Patis,2018,4,2018-4-01,0
314795,Patis,2018,5,2018-5-01,0
314795,Patis,2018,6,2018-6-01,0
314795,Patis,2018,7,2018-7-01,0
314795,Patis,2018,8,2018-8-01,0
314795,Patis,2018,9,2018-9-01,0
314795,Patis,2018,10,2018-10-01,0
314795,Patis,2018,11,2018-11-01,2
314795,Patis,2018,12,2018-12-01,1
314830,Paula Cândido,2018,1,2018-1-01,0
314830,Paula Cândido,2018,2,2018-2-01,0
314830,Paula Cândido,2018,3,2018-3-01,0
314830,Paula Cândido,2018,4,2018-4-01,0
314830,Paula Cândido,2018,5,2018-5-01,1
314830,Paula Cândido,2018,6,2018-6-01,0
314830,Paula Cândido,2018,7,2018-7-01,0
314830,Paula Cândido,2018,8,2018-8-01,0
314830,Paula Cândido,2018,9,2018-9-01,0
314830,Paula Cândido,2018,10,2018-10-01,0
314830,Paula Cândido,2018,11,2018-11-01,0
314830,Paula Cândido,2018,12,2018-12-01,0
314890,Pedra do Indaiá,2018,1,2018-1-01,0
314890,Pedra do Indaiá,2018,2,2018-2-01,0
314890,Pedra do Indaiá,2018,3,2018-3-01,0
314890,Pedra do Indaiá,2018,4,2018-4-01,0
314890,Pedra do Indaiá,2018,5,2018-5-01,0
314890,Pedra do Indaiá,2018,6,2018-6-01,0
314890,Pedra do Indaiá,2018,7,2018-7-01,0
314890,Pedra do Indaiá,2018,8,2018-8-01,0
314890,Pedra do Indaiá,2018,9,2018-9-01,0
314890,Pedra do Indaiá,2018,10,2018-10-01,0
314890,Pedra do Indaiá,2018,11,2018-11-01,0
314890,Pedra do Indaiá,2018,12,2018-12-01,1
314915,Pedras de Maria da Cruz,2018,1,2018-1-01,1
314915,Pedras de Maria da Cruz,2018,2,2018-2-01,1
314915,Pedras de Maria da Cruz,2018,3,2018-3-01,1
314915,Pedras de Maria da Cruz,2018,4,2018-4-01,1
314915,Pedras de Maria da Cruz,2018,5,2018-5-01,1
314915,Pedras de Maria da Cruz,2018,6,2018-6-01,1
314915,Pedras de Maria da Cruz,2018,7,2018-7-01,0
314915,Pedras de Maria da Cruz,2018,8,2018-8-01,1
314915,Pedras de Maria da Cruz,2018,9,2018-9-01,1
314915,Pedras de Maria da Cruz,2018,10,2018-10-01,0
314915,Pedras de Maria da Cruz,2018,11,2018-11-01,0
314915,Pedras de Maria da Cruz,2018,12,2018-12-01,0
314930,Pedro Leopoldo,2018,1,2018-1-01,0
314930,Pedro Leopoldo,2018,2,2018-2-01,0
314930,Pedro Leopoldo,2018,3,2018-3-01,1
314930,Pedro Leopoldo,2018,4,2018-4-01,0
314930,Pedro Leopoldo,2018,5,2018-5-01,0
314930,Pedro Leopoldo,2018,6,2018-6-01,0
