codigo_ibge,nome_municipio,ano,mes,data_timeline,valor_doencas_exantematicas_sarampo_e_rubeola
312020,Cristais,2018,5,2018-5-01,2
312020,Cristais,2018,6,2018-6-01,0
312020,Cristais,2018,7,2018-7-01,0
312020,Cristais,2018,8,2018-8-01,0
312020,Cristais,2018,9,2018-9-01,0
312020,Cristais,2018,10,2018-10-01,0
312020,Cristais,2018,11,2018-11-01,0
312020,Cristais,2018,12,2018-12-01,0
312090,Curvelo,2018,1,2018-1-01,0
312090,Curvelo,2018,2,2018-2-01,0
312090,Curvelo,2018,3,2018-3-01,3
312090,Curvelo,2018,4,2018-4-01,2
312090,Curvelo,2018,5,2018-5-01,0
312090,Curvelo,2018,6,2018-6-01,0
312090,Curvelo,2018,7,2018-7-01,0
312090,Curvelo,2018,8,2018-8-01,0
312090,Curvelo,2018,9,2018-9-01,0
312090,Curvelo,2018,10,2018-10-01,1
312090,Curvelo,2018,11,2018-11-01,0
312090,Curvelo,2018,12,2018-12-01,0
312230,Divinópolis,2018,1,2018-1-01,0
312230,Divinópolis,2018,2,2018-2-01,0
312230,Divinópolis,2018,3,2018-3-01,0
312230,Divinópolis,2018,4,2018-4-01,0
312230,Divinópolis,2018,5,2018-5-01,0
312230,Divinópolis,2018,6,2018-6-01,2
312230,Divinópolis,2018,7,2018-7-01,1
312230,Divinópolis,2018,8,2018-8-01,0
312230,Divinópolis,2018,9,2018-9-01,1
312230,Divinópolis,2018,10,2018-10-01,0
312230,Divinópolis,2018,11,2018-11-01,0
312230,Divinópolis,2018,12,2018-12-01,0
312320,Dores do Indaiá,2018,1,2018-1-01,0
312320,Dores do Indaiá,2018,2,2018-2-01,0
312320,Dores do Indaiá,2018,3,2018-3-01,0
312320,Dores do Indaiá,2018,4,2018-4-01,0
312320,Dores do Indaiá,2018,5,2018-5-01,0
312320,Dores do Indaiá,2018,6,2018-6-01,0
312320,Dores do Indaiá,2018,7,2018-7-01,0
312320,Dores do Indaiá,2018,8,2018-8-01,0
312320,Dores do Indaiá,2018,9,2018-9-01,0
312320,Dores do Indaiá,2018,10,2018-10-01,0
312320,Dores do Indaiá,2018,11,2018-11-01,0
312320,Dores do Indaiá,2018,12,2018-12-01,1
312340,Doresópolis,2018,1,2018-1-01,0
312340,Doresópolis,2018,2,2018-2-01,0
312340,Doresópolis,2018,3,2018-3-01,0
312340,Doresópolis,2018,4,2018-4-01,0
312340,Doresópolis,2018,5,2018-5-01,0
312340,Doresópolis,2018,6,2018-6-01,0
312340,Doresópolis,2018,7,2018-7-01,1
312340,Doresópolis,2018,8,2018-8-01,0
312340,Doresópolis,2018,9,2018-9-01,1
312340,Doresópolis,2018,10,2018-10-01,0
312340,Doresópolis,2018,11,2018-11-01,0
312340,Doresópolis,2018,12,2018-12-01,4
312385,Entre Folhas,2018,1,2018-1-01,0
312385,Entre Folhas,2018,2,2018-2-01,0
312385,Entre Folhas,2018,3,2018-3-01,0
312385,Entre Folhas,2018,4,2018-4-01,0
312385,Entre Folhas,2018,5,2018-5-01,0
312385,Entre Folhas,2018,6,2018-6-01,2
312385,Entre Folhas,2018,7,2018-7-01,14
312385,Entre Folhas,2018,8,2018-8-01,0
312385,Entre Folhas,2018,9,2018-9-01,0
312385,Entre Folhas,2018,10,2018-10-01,0
312385,Entre Folhas,2018,11,2018-11-01,0
312385,Entre Folhas,2018,12,2018-12-01,0
312410,Esmeraldas,2018,1,2018-1-01,0
312410,Esmeraldas,2018,2,2018-2-01,0
312410,Esmeraldas,2018,3,2018-3-01,0
312410,Esmeraldas,2018,4,2018-4-01,0
312410,Esmeraldas,2018,5,2018-5-01,0
312410,Esmeraldas,2018,6,2018-6-01,0
312410,Esmeraldas,2018,7,2018-7-01,1
312410,Esmeraldas,2018,8,2018-8-01,0
312410,Esmeraldas,2018,9,2018-9-01,2
312410,Esmeraldas,2018,10,2018-10-01,1
312410,Esmeraldas,2018,11,2018-11-01,0
312410,Esmeraldas,2018,12,2018-12-01,0
312420,Espera Feliz,2018,1,2018-1-01,0
312420,Espera Feliz,2018,2,2018-2-01,0
312420,Espera Feliz,2018,3,2018-3-01,0
312420,Espera Feliz,2018,4,2018-4-01,0
312420,Espera Feliz,2018,5,2018-5-01,0
312420,Espera Feliz,2018,6,2018-6-01,1
312420,Espera Feliz,2018,7,2018-7-01,1
312420,Espera Feliz,2018,8,2018-8-01,0
312420,Espera Feliz,2018,9,2018-9-01,2
312420,Espera Feliz,2018,10,2018-10-01,0
312420,Espera Feliz,2018,11,2018-11-01,0
312420,Espera Feliz,2018,12,2018-12-01,0
312430,Espinosa,2018,1,2018-1-01,0
312430,Espinosa,2018,2,2018-2-01,0
312430,Espinosa,2018,3,2018-3-01,0
312430,Espinosa,2018,4,2018-4-01,0
312430,Espinosa,2018,5,2018-5-01,0
312430,Espinosa,2018,6,2018-6-01,0
312430,Espinosa,2018,7,2018-7-01,0
312430,Espinosa,2018,8,2018-8-01,0
312430,Espinosa,2018,9,2018-9-01,1
312430,Espinosa,2018,10,2018-10-01,0
312430,Espinosa,2018,11,2018-11-01,0
312430,Espinosa,2018,12,2018-12-01,0
312490,Eugenópolis,2018,1,2018-1-01,0
312490,Eugenópolis,2018,2,2018-2-01,0
312490,Eugenópolis,2018,3,2018-3-01,0
312490,Eugenópolis,2018,4,2018-4-01,0
312490,Eugenópolis,2018,5,2018-5-01,0
312490,Eugenópolis,2018,6,2018-6-01,0
312490,Eugenópolis,2018,7,2018-7-01,0
312490,Eugenópolis,2018,8,2018-8-01,2
312490,Eugenópolis,2018,9,2018-9-01,0
312490,Eugenópolis,2018,10,2018-10-01,0
312490,Eugenópolis,2018,11,2018-11-01,0
312490,Eugenópolis,2018,12,2018-12-01,0
312610,Formiga,2018,1,2018-1-01,0
312610,Formiga,2018,2,2018-2-01,0
312610,Formiga,2018,3,2018-3-01,0
312610,Formiga,2018,4,2018-4-01,0
312610,Formiga,2018,5,2018-5-01,1
312610,Formiga,2018,6,2018-6-01,0
312610,Formiga,2018,7,2018-7-01,0
312610,Formiga,2018,8,2018-8-01,0
312610,Formiga,2018,9,2018-9-01,0
312610,Formiga,2018,10,2018-10-01,1
312610,Formiga,2018,11,2018-11-01,1
312610,Formiga,2018,12,2018-12-01,0
312675,Franciscópolis,2018,1,2018-1-01,0
312675,Franciscópolis,2018,2,2018-2-01,0
312675,Franciscópolis,2018,3,2018-3-01,0
312675,Franciscópolis,2018,4,2018-4-01,0
312675,Franciscópolis,2018,5,2018-5-01,0
312675,Franciscópolis,2018,6,2018-6-01,0
312675,Franciscópolis,2018,7,2018-7-01,0
312675,Franciscópolis,2018,8,2018-8-01,0
312675,Franciscópolis,2018,9,2018-9-01,0
312675,Franciscópolis,2018,10,2018-10-01,0
312675,Franciscópolis,2018,11,2018-11-01,0
312675,Franciscópolis,2018,12,2018-12-01,1
312680,Frei Gaspar,2018,1,2018-1-01,0
312680,Frei Gaspar,2018,2,2018-2-01,0
312680,Frei Gaspar,2018,3,2018-3-01,1
312680,Frei Gaspar,2018,4,2018-4-01,1
312680,Frei Gaspar,2018,5,2018-5-01,0
312680,Frei Gaspar,2018,6,2018-6-01,0
312680,Frei Gaspar,2018,7,2018-7-01,1
312680,Frei Gaspar,2018,8,2018-8-01,1
312680,Frei Gaspar,2018,9,2018-9-01,2
312680,Frei Gaspar,2018,10,2018-10-01,1
312680,Frei Gaspar,2018,11,2018-11-01,0
312680,Frei Gaspar,2018,12,2018-12-01,0
312705,Fronteira dos Vales,2018,1,2018-1-01,0
312705,Fronteira dos Vales,2018,2,2018-2-01,0
312705,Fronteira dos Vales,2018,3,2018-3-01,0
312705,Fronteira dos Vales,2018,4,2018-4-01,0
312705,Fronteira dos Vales,2018,5,2018-5-01,0
312705,Fronteira dos Vales,2018,6,2018-6-01,0
312705,Fronteira dos Vales,2018,7,2018-7-01,0
312705,Fronteira dos Vales,2018,8,2018-8-01,1
312705,Fronteira dos Vales,2018,9,2018-9-01,2
312705,Fronteira dos Vales,2018,10,2018-10-01,0
312705,Fronteira dos Vales,2018,11,2018-11-01,0
312705,Fronteira dos Vales,2018,12,2018-12-01,0
312710,Frutal,2018,1,2018-1-01,0
312710,Frutal,2018,2,2018-2-01,0
312710,Frutal,2018,3,2018-3-01,0
312710,Frutal,2018,4,2018-4-01,0
312710,Frutal,2018,5,2018-5-01,0
312710,Frutal,2018,6,2018-6-01,0
312710,Frutal,2018,7,2018-7-01,2
312710,Frutal,2018,8,2018-8-01,0
312710,Frutal,2018,9,2018-9-01,0
312710,Frutal,2018,10,2018-10-01,0
312710,Frutal,2018,11,2018-11-01,0
312710,Frutal,2018,12,2018-12-01,0
312810,Guapé,2018,1,2018-1-01,0
312810,Guapé,2018,2,2018-2-01,0
312810,Guapé,2018,3,2018-3-01,0
312810,Guapé,2018,4,2018-4-01,0
312810,Guapé,2018,5,2018-5-01,0
312810,Guapé,2018,6,2018-6-01,0
312810,Guapé,2018,7,2018-7-01,1
312810,Guapé,2018,8,2018-8-01,0
312810,Guapé,2018,9,2018-9-01,0
312810,Guapé,2018,10,2018-10-01,0
312810,Guapé,2018,11,2018-11-01,0
312810,Guapé,2018,12,2018-12-01,0
312950,Ibiá,2018,1,2018-1-01,0
312950,Ibiá,2018,2,2018-2-01,0
312950,Ibiá,2018,3,2018-3-01,0
312950,Ibiá,2018,4,2018-4-01,0
312950,Ibiá,2018,5,2018-5-01,0
312950,Ibiá,2018,6,2018-6-01,0
312950,Ibiá,2018,7,2018-7-01,2
312950,Ibiá,2018,8,2018-8-01,0
312950,Ibiá,2018,9,2018-9-01,0
312950,Ibiá,2018,10,2018-10-01,0
312950,Ibiá,2018,11,2018-11-01,0
312950,Ibiá,2018,12,2018-12-01,0
312980,Ibirité,2018,1,2018-1-01,0
312980,Ibirité,2018,2,2018-2-01,0
312980,Ibirité,2018,3,2018-3-01,0
312980,Ibirité,2018,4,2018-4-01,0
312980,Ibirité,2018,5,2018-5-01,0
312980,Ibirité,2018,6,2018-6-01,0
312980,Ibirité,2018,7,2018-7-01,0
312980,Ibirité,2018,8,2018-8-01,1
312980,Ibirité,2018,9,2018-9-01,1
312980,Ibirité,2018,10,2018-10-01,0
312980,Ibirité,2018,11,2018-11-01,0
312980,Ibirité,2018,12,2018-12-01,0
313130,Ipatinga,2018,1,2018-1-01,0
313130,Ipatinga,2018,2,2018-2-01,0
313130,Ipatinga,2018,3,2018-3-01,0
313130,Ipatinga,2018,4,2018-4-01,0
313130,Ipatinga,2018,5,2018-5-01,0
313130,Ipatinga,2018,6,2018-6-01,0
313130,Ipatinga,2018,7,2018-7-01,1
313130,Ipatinga,2018,8,2018-8-01,0
313130,Ipatinga,2018,9,2018-9-01,1
313130,Ipatinga,2018,10,2018-10-01,0
313130,Ipatinga,2018,11,2018-11-01,0
313130,Ipatinga,2018,12,2018-12-01,0
313150,Ipuiúna,2018,1,2018-1-01,0
313150,Ipuiúna,2018,2,2018-2-01,0
313150,Ipuiúna,2018,3,2018-3-01,0
313150,Ipuiúna,2018,4,2018-4-01,0
313150,Ipuiúna,2018,5,2018-5-01,0
313150,Ipuiúna,2018,6,2018-6-01,0
313150,Ipuiúna,2018,7,2018-7-01,0
313150,Ipuiúna,2018,8,2018-8-01,1
313150,Ipuiúna,2018,9,2018-9-01,0
313150,Ipuiúna,2018,10,2018-10-01,0
313150,Ipuiúna,2018,11,2018-11-01,0
313150,Ipuiúna,2018,12,2018-12-01,0
313170,Itabira,2018,1,2018-1-01,0
313170,Itabira,2018,2,2018-2-01,0
313170,Itabira,2018,3,2018-3-01,1
313170,Itabira,2018,4,2018-4-01,0
313170,Itabira,2018,5,2018-5-01,0
313170,Itabira,2018,6,2018-6-01,0
313170,Itabira,2018,7,2018-7-01,0
313170,Itabira,2018,8,2018-8-01,2
313170,Itabira,2018,9,2018-9-01,0
313170,Itabira,2018,10,2018-10-01,0
313170,Itabira,2018,11,2018-11-01,2
313170,Itabira,2018,12,2018-12-01,1
313240,Itajubá,2018,1,2018-1-01,0
313240,Itajubá,2018,2,2018-2-01,0
313240,Itajubá,2018,3,2018-3-01,0
313240,Itajubá,2018,4,2018-4-01,2
313240,Itajubá,2018,5,2018-5-01,0
313240,Itajubá,2018,6,2018-6-01,1
313240,Itajubá,2018,7,2018-7-01,0
313240,Itajubá,2018,8,2018-8-01,1
313240,Itajubá,2018,9,2018-9-01,1
313240,Itajubá,2018,10,2018-10-01,0
313240,Itajubá,2018,11,2018-11-01,0
313240,Itajubá,2018,12,2018-12-01,0
313270,Itambacuri,2018,1,2018-1-01,0
313270,Itambacuri,2018,2,2018-2-01,0
313270,Itambacuri,2018,3,2018-3-01,0
313270,Itambacuri,2018,4,2018-4-01,0
313270,Itambacuri,2018,5,2018-5-01,0
313270,Itambacuri,2018,6,2018-6-01,0
313270,Itambacuri,2018,7,2018-7-01,0
313270,Itambacuri,2018,8,2018-8-01,0
313270,Itambacuri,2018,9,2018-9-01,3
313270,Itambacuri,2018,10,2018-10-01,0
313270,Itambacuri,2018,11,2018-11-01,0
313270,Itambacuri,2018,12,2018-12-01,0
313290,Itamogi,2018,1,2018-1-01,0
313290,Itamogi,2018,2,2018-2-01,0
313290,Itamogi,2018,3,2018-3-01,0
313290,Itamogi,2018,4,2018-4-01,0
313290,Itamogi,2018,5,2018-5-01,0
313290,Itamogi,2018,6,2018-6-01,0
313290,Itamogi,2018,7,2018-7-01,0
313290,Itamogi,2018,8,2018-8-01,3
313290,Itamogi,2018,9,2018-9-01,0
313290,Itamogi,2018,10,2018-10-01,0
313290,Itamogi,2018,11,2018-11-01,0
313290,Itamogi,2018,12,2018-12-01,0
313310,Itanhandu,2018,1,2018-1-01,0
313310,Itanhandu,2018,2,2018-2-01,0
313310,Itanhandu,2018,3,2018-3-01,1
313310,Itanhandu,2018,4,2018-4-01,0
313310,Itanhandu,2018,5,2018-5-01,0
313310,Itanhandu,2018,6,2018-6-01,0
313310,Itanhandu,2018,7,2018-7-01,0
313310,Itanhandu,2018,8,2018-8-01,3
313310,Itanhandu,2018,9,2018-9-01,3
313310,Itanhandu,2018,10,2018-10-01,0
313310,Itanhandu,2018,11,2018-11-01,0
313310,Itanhandu,2018,12,2018-12-01,0
313375,Itaú de Minas,2018,1,2018-1-01,0
313375,Itaú de Minas,2018,2,2018-2-01,0
313375,Itaú de Minas,2018,3,2018-3-01,0
313375,Itaú de Minas,2018,4,2018-4-01,0
313375,Itaú de Minas,2018,5,2018-5-01,0
313375,Itaú de Minas,2018,6,2018-6-01,0
313375,Itaú de Minas,2018,7,2018-7-01,2
313375,Itaú de Minas,2018,8,2018-8-01,0
313375,Itaú de Minas,2018,9,2018-9-01,0
313375,Itaú de Minas,2018,10,2018-10-01,0
313375,Itaú de Minas,2018,11,2018-11-01,0
313375,Itaú de Minas,2018,12,2018-12-01,0
313380,Itaúna,2018,1,2018-1-01,0
313380,Itaúna,2018,2,2018-2-01,0
313380,Itaúna,2018,3,2018-3-01,0
313380,Itaúna,2018,4,2018-4-01,0
313380,Itaúna,2018,5,2018-5-01,0
313380,Itaúna,2018,6,2018-6-01,0
313380,Itaúna,2018,7,2018-7-01,0
313380,Itaúna,2018,8,2018-8-01,1
313380,Itaúna,2018,9,2018-9-01,0
313380,Itaúna,2018,10,2018-10-01,0
313380,Itaúna,2018,11,2018-11-01,0
313380,Itaúna,2018,12,2018-12-01,0
313410,Itueta,2018,1,2018-1-01,0
313410,Itueta,2018,2,2018-2-01,0
313410,Itueta,2018,3,2018-3-01,0
313410,Itueta,2018,4,2018-4-01,0
313410,Itueta,2018,5,2018-5-01,0
313410,Itueta,2018,6,2018-6-01,0
313410,Itueta,2018,7,2018-7-01,0
313410,Itueta,2018,8,2018-8-01,1
313410,Itueta,2018,9,2018-9-01,0
313410,Itueta,2018,10,2018-10-01,0
313410,Itueta,2018,11,2018-11-01,0
313410,Itueta,2018,12,2018-12-01,0
313420,Ituiutaba,2018,1,2018-1-01,0
313420,Ituiutaba,2018,2,2018-2-01,0
313420,Ituiutaba,2018,3,2018-3-01,0
313420,Ituiutaba,2018,4,2018-4-01,0
313420,Ituiutaba,2018,5,2018-5-01,0
313420,Ituiutaba,2018,6,2018-6-01,0
313420,Ituiutaba,2018,7,2018-7-01,2
313420,Ituiutaba,2018,8,2018-8-01,0
313420,Ituiutaba,2018,9,2018-9-01,0
313420,Ituiutaba,2018,10,2018-10-01,0
313420,Ituiutaba,2018,11,2018-11-01,0
313420,Ituiutaba,2018,12,2018-12-01,0
313440,Iturama,2018,1,2018-1-01,1
313440,Iturama,2018,2,2018-2-01,0
313440,Iturama,2018,3,2018-3-01,0
313440,Iturama,2018,4,2018-4-01,0
313440,Iturama,2018,5,2018-5-01,0
313440,Iturama,2018,6,2018-6-01,0
313440,Iturama,2018,7,2018-7-01,1
313440,Iturama,2018,8,2018-8-01,0
313440,Iturama,2018,9,2018-9-01,1
313440,Iturama,2018,10,2018-10-01,0
313440,Iturama,2018,11,2018-11-01,0
313440,Iturama,2018,12,2018-12-01,0
313480,Jacuí,2018,1,2018-1-01,1
313480,Jacuí,2018,2,2018-2-01,0
313480,Jacuí,2018,3,2018-3-01,0
313480,Jacuí,2018,4,2018-4-01,0
313480,Jacuí,2018,5,2018-5-01,0
313480,Jacuí,2018,6,2018-6-01,0
313480,Jacuí,2018,7,2018-7-01,0
313480,Jacuí,2018,8,2018-8-01,0
313480,Jacuí,2018,9,2018-9-01,0
313480,Jacuí,2018,10,2018-10-01,0
313480,Jacuí,2018,11,2018-11-01,0
313480,Jacuí,2018,12,2018-12-01,0
313490,Jacutinga,2018,1,2018-1-01,0
313490,Jacutinga,2018,2,2018-2-01,0
313490,Jacutinga,2018,3,2018-3-01,0
313490,Jacutinga,2018,4,2018-4-01,1
313490,Jacutinga,2018,5,2018-5-01,0
313490,Jacutinga,2018,6,2018-6-01,0
313490,Jacutinga,2018,7,2018-7-01,0
313490,Jacutinga,2018,8,2018-8-01,0
313490,Jacutinga,2018,9,2018-9-01,0
313490,Jacutinga,2018,10,2018-10-01,0
313490,Jacutinga,2018,11,2018-11-01,0
313490,Jacutinga,2018,12,2018-12-01,0
313510,Janaúba,2018,1,2018-1-01,0
313510,Janaúba,2018,2,2018-2-01,0
313510,Janaúba,2018,3,2018-3-01,0
313510,Janaúba,2018,4,2018-4-01,0
313510,Janaúba,2018,5,2018-5-01,0
313510,Janaúba,2018,6,2018-6-01,0
313510,Janaúba,2018,7,2018-7-01,0
313510,Janaúba,2018,8,2018-8-01,1
313510,Janaúba,2018,9,2018-9-01,0
313510,Janaúba,2018,10,2018-10-01,0
313510,Janaúba,2018,11,2018-11-01,0
313510,Janaúba,2018,12,2018-12-01,0
313520,Januária,2018,1,2018-1-01,0
313520,Januária,2018,2,2018-2-01,0
313520,Januária,2018,3,2018-3-01,0
313520,Januária,2018,4,2018-4-01,0
313520,Januária,2018,5,2018-5-01,0
313520,Januária,2018,6,2018-6-01,0
313520,Januária,2018,7,2018-7-01,1
313520,Januária,2018,8,2018-8-01,1
313520,Januária,2018,9,2018-9-01,0
313520,Januária,2018,10,2018-10-01,0
313520,Januária,2018,11,2018-11-01,0
313520,Januária,2018,12,2018-12-01,0
313535,Japonvar,2018,1,2018-1-01,0
313535,Japonvar,2018,2,2018-2-01,0
313535,Japonvar,2018,3,2018-3-01,0
313535,Japonvar,2018,4,2018-4-01,0
313535,Japonvar,2018,5,2018-5-01,0
313535,Japonvar,2018,6,2018-6-01,0
313535,Japonvar,2018,7,2018-7-01,0
313535,Japonvar,2018,8,2018-8-01,2
313535,Japonvar,2018,9,2018-9-01,0
313535,Japonvar,2018,10,2018-10-01,0
313535,Japonvar,2018,11,2018-11-01,0
313535,Japonvar,2018,12,2018-12-01,0
313580,Jequitinhonha,2018,1,2018-1-01,0
313580,Jequitinhonha,2018,2,2018-2-01,0
313580,Jequitinhonha,2018,3,2018-3-01,0
313580,Jequitinhonha,2018,4,2018-4-01,0
313580,Jequitinhonha,2018,5,2018-5-01,0
313580,Jequitinhonha,2018,6,2018-6-01,0
313580,Jequitinhonha,2018,7,2018-7-01,0
313580,Jequitinhonha,2018,8,2018-8-01,0
313580,Jequitinhonha,2018,9,2018-9-01,1
313580,Jequitinhonha,2018,10,2018-10-01,0
313580,Jequitinhonha,2018,11,2018-11-01,0
313580,Jequitinhonha,2018,12,2018-12-01,0
313665,Juatuba,2018,1,2018-1-01,0
313665,Juatuba,2018,2,2018-2-01,0
313665,Juatuba,2018,3,2018-3-01,0
313665,Juatuba,2018,4,2018-4-01,0
313665,Juatuba,2018,5,2018-5-01,0
313665,Juatuba,2018,6,2018-6-01,0
313665,Juatuba,2018,7,2018-7-01,0
313665,Juatuba,2018,8,2018-8-01,0
313665,Juatuba,2018,9,2018-9-01,1
313665,Juatuba,2018,10,2018-10-01,0
313665,Juatuba,2018,11,2018-11-01,0
313665,Juatuba,2018,12,2018-12-01,0
313670,Juiz de Fora,2018,1,2018-1-01,0
313670,Juiz de Fora,2018,2,2018-2-01,0
313670,Juiz de Fora,2018,3,2018-3-01,0
313670,Juiz de Fora,2018,4,2018-4-01,0
313670,Juiz de Fora,2018,5,2018-5-01,0
313670,Juiz de Fora,2018,6,2018-6-01,2
313670,Juiz de Fora,2018,7,2018-7-01,0
313670,Juiz de Fora,2018,8,2018-8-01,1
313670,Juiz de Fora,2018,9,2018-9-01,2
313670,Juiz de Fora,2018,10,2018-10-01,0
313670,Juiz de Fora,2018,11,2018-11-01,0
313670,Juiz de Fora,2018,12,2018-12-01,0
313720,Lagoa da Prata,2018,1,2018-1-01,0
313720,Lagoa da Prata,2018,2,2018-2-01,0
313720,Lagoa da Prata,2018,3,2018-3-01,0
313720,Lagoa da Prata,2018,4,2018-4-01,0
313720,Lagoa da Prata,2018,5,2018-5-01,0
313720,Lagoa da Prata,2018,6,2018-6-01,0
313720,Lagoa da Prata,2018,7,2018-7-01,2
313720,Lagoa da Prata,2018,8,2018-8-01,0
313720,Lagoa da Prata,2018,9,2018-9-01,0
313720,Lagoa da Prata,2018,10,2018-10-01,0
313720,Lagoa da Prata,2018,11,2018-11-01,0
313720,Lagoa da Prata,2018,12,2018-12-01,0
313810,Lassance,2018,1,2018-1-01,0
313810,Lassance,2018,2,2018-2-01,0
313810,Lassance,2018,3,2018-3-01,0
313810,Lassance,2018,4,2018-4-01,0
313810,Lassance,2018,5,2018-5-01,0
313810,Lassance,2018,6,2018-6-01,0
313810,Lassance,2018,7,2018-7-01,0
313810,Lassance,2018,8,2018-8-01,1
313810,Lassance,2018,9,2018-9-01,0
313810,Lassance,2018,10,2018-10-01,0
313810,Lassance,2018,11,2018-11-01,0
313810,Lassance,2018,12,2018-12-01,0
313820,Lavras,2018,1,2018-1-01,0
313820,Lavras,2018,2,2018-2-01,0
313820,Lavras,2018,3,2018-3-01,0
313820,Lavras,2018,4,2018-4-01,0
313820,Lavras,2018,5,2018-5-01,0
313820,Lavras,2018,6,2018-6-01,0
313820,Lavras,2018,7,2018-7-01,0
313820,Lavras,2018,8,2018-8-01,1
313820,Lavras,2018,9,2018-9-01,0
313820,Lavras,2018,10,2018-10-01,0
313820,Lavras,2018,11,2018-11-01,0
313820,Lavras,2018,12,2018-12-01,0
313862,Limeira do Oeste,2018,1,2018-1-01,0
313862,Limeira do Oeste,2018,2,2018-2-01,0
313862,Limeira do Oeste,2018,3,2018-3-01,0
313862,Limeira do Oeste,2018,4,2018-4-01,3
313862,Limeira do Oeste,2018,5,2018-5-01,1
313862,Limeira do Oeste,2018,6,2018-6-01,4
313862,Limeira do Oeste,2018,7,2018-7-01,1
313862,Limeira do Oeste,2018,8,2018-8-01,1
313862,Limeira do Oeste,2018,9,2018-9-01,0
313862,Limeira do Oeste,2018,10,2018-10-01,0
313862,Limeira do Oeste,2018,11,2018-11-01,1
313862,Limeira do Oeste,2018,12,2018-12-01,0
313867,Luisburgo,2018,1,2018-1-01,0
313867,Luisburgo,2018,2,2018-2-01,0
313867,Luisburgo,2018,3,2018-3-01,0
313867,Luisburgo,2018,4,2018-4-01,0
313867,Luisburgo,2018,5,2018-5-01,1
313867,Luisburgo,2018,6,2018-6-01,0
313867,Luisburgo,2018,7,2018-7-01,1
313867,Luisburgo,2018,8,2018-8-01,0
313867,Luisburgo,2018,9,2018-9-01,0
313867,Luisburgo,2018,10,2018-10-01,0
313867,Luisburgo,2018,11,2018-11-01,1
313867,Luisburgo,2018,12,2018-12-01,0
313910,Madre de Deus de Minas,2018,1,2018-1-01,0
313910,Madre de Deus de Minas,2018,2,2018-2-01,0
313910,Madre de Deus de Minas,2018,3,2018-3-01,0
313910,Madre de Deus de Minas,2018,4,2018-4-01,0
313910,Madre de Deus de Minas,2018,5,2018-5-01,0
313910,Madre de Deus de Minas,2018,6,2018-6-01,1
313910,Madre de Deus de Minas,2018,7,2018-7-01,0
313910,Madre de Deus de Minas,2018,8,2018-8-01,0
313910,Madre de Deus de Minas,2018,9,2018-9-01,0
313910,Madre de Deus de Minas,2018,10,2018-10-01,0
313910,Madre de Deus de Minas,2018,11,2018-11-01,0
313910,Madre de Deus de Minas,2018,12,2018-12-01,0
314090,Matipó,2018,1,2018-1-01,0
314090,Matipó,2018,2,2018-2-01,0
314090,Matipó,2018,3,2018-3-01,1
314090,Matipó,2018,4,2018-4-01,0
314090,Matipó,2018,5,2018-5-01,0
314090,Matipó,2018,6,2018-6-01,0
314090,Matipó,2018,7,2018-7-01,0
314090,Matipó,2018,8,2018-8-01,0
314090,Matipó,2018,9,2018-9-01,0
314090,Matipó,2018,10,2018-10-01,0
314090,Matipó,2018,11,2018-11-01,0
314090,Matipó,2018,12,2018-12-01,0
314210,Miradouro,2018,1,2018-1-01,0
314210,Miradouro,2018,2,2018-2-01,0
314210,Miradouro,2018,3,2018-3-01,0
314210,Miradouro,2018,4,2018-4-01,0
314210,Miradouro,2018,5,2018-5-01,0
314210,Miradouro,2018,6,2018-6-01,0
314210,Miradouro,2018,7,2018-7-01,0
314210,Miradouro,2018,8,2018-8-01,0
314210,Miradouro,2018,9,2018-9-01,1
314210,Miradouro,2018,10,2018-10-01,1
314210,Miradouro,2018,11,2018-11-01,0
314210,Miradouro,2018,12,2018-12-01,0
314220,Miraí,2018,1,2018-1-01,0
314220,Miraí,2018,2,2018-2-01,0
314220,Miraí,2018,3,2018-3-01,0
314220,Miraí,2018,4,2018-4-01,0
314220,Miraí,2018,5,2018-5-01,0
314220,Miraí,2018,6,2018-6-01,0
314220,Miraí,2018,7,2018-7-01,2
314220,Miraí,2018,8,2018-8-01,0
314220,Miraí,2018,9,2018-9-01,0
314220,Miraí,2018,10,2018-10-01,0
314220,Miraí,2018,11,2018-11-01,0
314220,Miraí,2018,12,2018-12-01,0
314320,Monte Santo de Minas,2018,1,2018-1-01,0
314320,Monte Santo de Minas,2018,2,2018-2-01,0
314320,Monte Santo de Minas,2018,3,2018-3-01,1
314320,Monte Santo de Minas,2018,4,2018-4-01,0
314320,Monte Santo de Minas,2018,5,2018-5-01,0
314320,Monte Santo de Minas,2018,6,2018-6-01,0
314320,Monte Santo de Minas,2018,7,2018-7-01,0
314320,Monte Santo de Minas,2018,8,2018-8-01,0
314320,Monte Santo de Minas,2018,9,2018-9-01,1
314320,Monte Santo de Minas,2018,10,2018-10-01,1
314320,Monte Santo de Minas,2018,11,2018-11-01,0
314320,Monte Santo de Minas,2018,12,2018-12-01,0
314340,Monte Sião,2018,1,2018-1-01,0
314340,Monte Sião,2018,2,2018-2-01,0
314340,Monte Sião,2018,3,2018-3-01,0
314340,Monte Sião,2018,4,2018-4-01,0
314340,Monte Sião,2018,5,2018-5-01,1
314340,Monte Sião,2018,6,2018-6-01,0
314340,Monte Sião,2018,7,2018-7-01,0
314340,Monte Sião,2018,8,2018-8-01,0
